WL,A25ME,A30ME,A35ME,A40ME,A45ME,A50ME,A55ME,A60ME,A65ME,A70ME,A75MEREF,A80ME,A85ME,A90ME
194.1,8986336.352,7804296.556,7198987.74,5045381.124,3173134.846,1743749.501,1845604.809,1048504.086,83753.15949,2863733.999,104433.6817,171213.6763,-676735.4951,1536938.309
194,8695662.346,7296761.353,6972255.647,4750468.205,2896928.867,1700994.193,1634186.536,984488.5393,-126420.7045,2675152.123,31671.64546,76384.41622,-357479.6729,1393645.139
193.9,8412769.631,6756608.411,6742200.087,4496989.168,2600165.155,1583096.689,1450086.365,987762.2538,-268146.074,2439325.273,84404.51922,185969.0737,97876.50117,1351942.593
193.8,8039506.475,6381872.581,6561877.126,4195767.632,2365512.464,1375300.397,1207608.601,942608.8749,-143601.6358,2139178.391,125799.7933,304061.4087,531993.532,1300371.142
193.7,7692532.54,5987335.256,6354568.409,3885491.141,2138243.044,1274665.02,1020330.24,919597.3486,-43349.35325,1905070.987,132325.5302,442852.9728,975564.9309,1319806.459
193.6,7309955.716,5653197.466,6069685.594,3523332.743,1970274.624,1056995.843,844990.4897,944173.0935,87449.77024,1783969.422,228451.5394,607826.2925,1303012.005,1363061.282
193.5,6948314.744,5363498.609,5757578.211,3097371.739,1762969.887,918544.5857,802973.5084,1061869.598,199314.4853,1762092.253,292297.9276,777046.4856,1662686.758,1336069.556
193.4,6563966.731,5091591.246,5481909.559,2754975.034,1640528.985,759887.8434,744402.8753,1177611.824,297249.2964,1791957.684,342625.5665,976838.5949,1892608.981,1372271.465
193.3,6161449.105,4809733.383,5201962.192,2371542.467,1486220.611,598437.0007,663847.6075,1240216.389,444017.1813,1844655.532,331871.0661,1257480.507,2017384.271,1388578.344
193.2,5759488.707,4486660.549,4877177.872,2116192.736,1342232.896,512367.1658,610564.6701,1287280.264,561112.6752,2004568.027,298150.8117,1570533.187,2042917.254,1378737.3
193.1,5437729.339,4085555.894,4590205.452,1854373.19,1269498.721,477988.1883,621711.2202,1291612.712,610978.6109,2194224.557,363243.0025,1863955.521,2053245.873,1438595.528
193,5124248.787,3684351.734,4371413.858,1542227.995,1186406.075,442777.349,549938.2637,1247645.433,679583.3282,2381970.591,413719.8989,2132193.14,2035135.963,1525672.353
192.9,4816698.733,3319765.414,4207350.014,1252720.188,1169309.126,469826.7882,507091.4107,1189727.552,765442.2125,2546273.247,435308.5037,2353949.983,1917519.063,1507797.275
192.8,4585608.321,2889565.497,4032400.323,957900.8033,1142402.974,516797.1284,409857.1148,1044846.282,985240.7971,2698456.194,499035.4859,2559606.917,1838354.875,1530283.415
192.7,4269063.015,2549616.615,3789448.915,643492.8647,1081201.429,627000.906,341702.1601,865040.7472,1176352.09,2780786.631,587202.8862,2654216.271,1864861.017,1585677.848
192.6,3951980.382,2095157.379,3434355.372,388789.9162,1032248.949,757706.6938,287111.727,723031.1914,1259269.607,2859932.908,715711.6036,2674893.41,1969299.475,1708508.81
192.5,3659395.88,1709456.098,2999359.314,126842.6057,1014369.891,915235.0494,290459.0752,532602.5026,1311515.702,2873823.806,795315.6036,2546790.673,2012926.447,1797326.973
192.4,3317377.294,1300878.618,2528024.03,-83664.60004,918361.4965,1057109.278,189498.9141,447356.5691,1305507.59,2826220.614,808478.125,2441574.086,2021643.085,1845698.344
192.3,3004871.891,902132.231,2097366.39,-228531.1434,868563.2242,1198085.972,163116.1584,447497.8662,1355576.516,2680784.106,755539.4749,2288595.099,2087734.306,1889709.406
192.2,2634633.687,537557.8516,1569697.345,-390071.5406,848865.2144,1327416.601,89283.44838,495962.7715,1259603.944,2505993.623,668777.0852,2122700.363,2212374.269,1943802.314
192.1,2355283.35,171133.6743,980625.7552,-463601.7554,830721.4727,1535332.299,-43502.98897,573065.2158,1155647.09,2388975.743,600419.1403,1821659.926,2257529.638,1878734.004
192,2128571.158,-169328.0565,467695.3911,-428757.0945,770634.3834,1799484.242,-175846.6291,619090.2585,1091165.86,2260136.669,413327.8492,1496971.131,2189866.238,1783527.62
191.9,1884642.611,-422524.1013,52664.81234,-393693.5226,747923.3622,2033961.804,-341375.7837,591017.9079,1099603.884,2130819.971,218893.0891,1196891.912,2034698.141,1655313.437
191.8,1674708.952,-604622.2315,-357786.1483,-338241.3762,699936.0809,2170741.377,-448847.154,573823.4439,1044370.648,2043972.007,-11172.91893,947016.9464,1929280.554,1481472.232
191.7,1525841.512,-592912.4831,-722251.0722,-252810.3634,647914.8669,2235001.706,-548863.6097,487813.312,992874.8207,1934828.953,-249287.8864,759834.1107,1762114.144,1306602.145
191.6,1418521.389,-451708.9178,-928417.4718,-103904.1161,516172.237,2194582.775,-606453.1235,429220.7878,963463.1328,1852548.268,-461006.665,504749.063,1553706.892,1139035.725
191.5,1291270.415,-252382.4919,-991593.1963,182162.0124,339524.9907,2071932.912,-623518.231,476829.9501,870360.2845,1697300.567,-680403.2494,335489.0679,1259854.696,1039831.23
191.4,1131552.949,69872.21199,-956647.0403,451084.0264,213123.7892,1795521.953,-680866.9427,418993.6639,826637.7875,1439015.439,-982607.8948,148802.1651,892275.2657,983206.9149
191.3,1048527.967,311402.8876,-948083.64,656488.2177,105272.1108,1630701.871,-623388.8745,479132.4958,635218.0289,1238156.636,-1194515.733,35389.35127,579459.4071,881940.6764
191.2,964151.7074,653216.4933,-904516.3708,890014.5121,-34354.49927,1401020.45,-569224.3228,544961.0236,501280.3187,1074741.564,-1400674.172,-145030.5276,260937.9318,783780.984
191.1,907758.2437,957220.1891,-804557.628,1088841.423,-205428.0725,1250260.424,-478613.0797,584311.2709,377143.851,942177.0232,-1550357.554,-297064.2171,6587.250901,697520.0995
191,841219.2502,1220317.379,-639968.3976,1244853.322,-294727.8397,1109922.552,-455951.811,552553.2551,238746.3267,815353.9205,-1642775.807,-370015.3128,-250800.3624,624461.5384
190.9,809415.4621,1422019.985,-443605.2306,1329575.86,-387856.5593,933126.0484,-422358.923,469488.4712,122269.3559,688226.3325,-1713356.694,-364827.1221,-482993.2898,499033.4958
190.8,786103.4307,1540084.657,-238045.8115,1436882.052,-451762.6505,810460.2646,-347797.8364,299621.4956,18068.83434,567373.5298,-1649154.078,-337928.9305,-676504.6435,430343.2042
190.7,815154.9105,1594798.477,14764.19368,1398174.607,-455939.8704,730070.1751,-295129.8399,126270.2529,-44228.38042,424335.0923,-1510959.544,-303169.8439,-815491.2374,386117.2119
190.6,828106.4813,1647456.523,255407.4439,1312166.465,-465002.7858,654257.3156,-311629.759,-74794.32632,-40008.17436,247791.3312,-1334350.109,-278902.5645,-938742.1106,346607.7566
190.5,847619.4118,1663657.927,478489.6935,1215549.1,-463838.5773,672908.5328,-262358.8632,-306726.1526,-19536.53309,-142.5031006,-1058987.933,-196107.4392,-990496.6512,327226.1727
190.4,838204.2487,1607254.513,660343.0414,1072377.326,-451963.6506,681830.1511,-176320.4719,-533259.2356,46626.64993,-252442.1949,-685277.0043,-161673.1369,-950678.7304,337916.9899
190.3,754001.1276,1477792.537,730109.9771,947008.986,-443619.1613,746440.7377,-60840.14314,-643598.34,73526.43361,-533018.4335,-344048.488,-173795.433,-840319.725,429959.1149
190.2,715771.3066,1254996.862,685077.9943,835897.7228,-368315.7674,865126.3215,18251.02799,-666010.8462,148914.2078,-742305.3099,39309.45025,-170357.7343,-757923.6147,555675.722
190.1,672968.2358,1032905.682,624829.7069,659220.625,-332722.8289,1010608.602,35394.52553,-608801.4415,264364.884,-892165.8102,404981.3698,-204180.2798,-649606.4519,645482.9647
190,601137.5664,781808.7949,553088.592,507660.5793,-307428.6579,1146188.145,-38767.94404,-471888.5318,391587.9968,-1007597.581,792296.6219,-182563.0176,-462755.9629,772644.3844
