WL,Beta25ME,Beta30ME,Beta35ME,Beta40ME,Beta45 ME,Beta50ME,Beta55ME,Beta60ME,Beta65ME,Beta70ME,Beta75ME,Beta80ME,Beta85ME,Beta90ME
209.5,-9572544.834,-9241843.104,-9806361.68,-9455706.04,-9571928.113,-9550362.771,-9325518.221,-8777850.055,-9157889.467,-8616567.56,-8835901.409,-8331881.176,-8590665.277,-8362558.074
209.4,-9601351.674,-9315153.329,-9835407.251,-9448106.446,-9594547.848,-9574156.266,-9366182.02,-8798619.628,-9164613.716,-8648875.784,-8878594.419,-8413487.294,-8618875.29,-8423712.926
209.3,-9637220.965,-9390452.977,-9858584.025,-9442416.697,-9602266.808,-9588659.157,-9412137.684,-8827605.516,-9163061.966,-8688226.564,-8914881.489,-8494237.96,-8657569.561,-8461671.111
209.2,-9689244.367,-9461554.943,-9869525.849,-9448086.552,-9612273.604,-9606106.394,-9450195.34,-8862301.047,-9167379.013,-8733505.824,-8964060.017,-8584995.422,-8690872.496,-8478362.367
209.1,-9744828.837,-9529613.093,-9885998.269,-9459525.732,-9613447.364,-9612930.114,-9495673.542,-8896678.271,-9169865.792,-8782704.247,-9009498.431,-8676548.653,-8714665.991,-8486877.096
209,-9812170.794,-9588301.061,-9898611.209,-9479519.43,-9616749.805,-9608732.432,-9534686.12,-8943091.502,-9166603.139,-8849489.165,-9038106.328,-8764043.462,-8737166.362,-8493621.239
208.9,-9887709.173,-9644880.242,-9902808.891,-9502099.377,-9621066.852,-9595403.3,-9579786.332,-8993344.318,-9156775.391,-8901532.462,-9071986.196,-8848215.935,-8761497.001,-8499649.19
208.8,-9964083.109,-9687593.146,-9919102.262,-9530030.871,-9622638.496,-9571669.488,-9611000.374,-9035997.54,-9148200.979,-8948303.789,-9098584.778,-8936765.138,-8781749.324,-8484171.481
208.7,-10052333.9,-9729868.378,-9943532.373,-9558400.038,-9617326.738,-9554202.357,-9637638.743,-9076681.234,-9141198.211,-9002615.028,-9117902.072,-9022628.62,-8805463.242,-8458547.717
208.6,-10148005.23,-9759351.622,-9987319.565,-9579885.803,-9610363.759,-9529354.468,-9661472.027,-9119036.043,-9134832.059,-9063650.516,-9134175.549,-9103180.344,-8812326.75,-8428169.233
208.5,-10226507.85,-9793629.375,-10033573.64,-9605410.096,-9592638.003,-9506834.203,-9680073.129,-9160694.553,-9130873.107,-9135070.789,-9163897.524,-9176450.781,-8822035.133,-8390211.049
208.4,-10298186.75,-9830433.694,-10079250.79,-9637201.07,-9568565.988,-9491953.321,-9693382.366,-9190794.518,-9131668.876,-9207087.89,-9175993.214,-9240768.816,-8836458.447,-8347896.029
208.3,-10358486.15,-9851760.305,-10116214.26,-9667639.237,-9552113.463,-9480374.882,-9713813.737,-9216676.907,-9128804.108,-9266830.252,-9190157.903,-9290146.286,-8847718.579,-8294002.568
208.2,-10426564.2,-9869744.686,-10160837.01,-9698216.664,-9536615.86,-9461216.741,-9723223.706,-9227559.049,-9134334.703,-9332859.191,-9204123.65,-9337434.863,-8847579.32,-8247350.607
208.1,-10487162.01,-9874181.098,-10222031.65,-9722786.033,-9529831.929,-9464578.866,-9730485.099,-9233507.423,-9139686.25,-9386036.459,-9201119.622,-9373881.086,-8835622.889,-8214186.931
208,-10538150.91,-9872450.301,-10264943.5,-9744311.587,-9521376.883,-9477331.065,-9749086.201,-9240470.402,-9150747.44,-9415380.443,-9195847.652,-9387846.833,-8822313.652,-8196103.079
207.9,-10593616.02,-9865646.475,-10291363.03,-9764384.861,-9517218.989,-9481309.91,-9752189.7,-9253083.342,-9157630.842,-9429127.354,-9174123.156,-9405811.32,-8802021.541,-8173503.238
207.8,-10637244.06,-9852675.439,-10313465.52,-9789630.635,-9520083.758,-9475122.806,-9735299.502,-9261259.869,-9152239.507,-9428391.267,-9148598.863,-9402469.09,-8780913.766,-8159278.865
207.7,-10663663.59,-9854127.718,-10317822.35,-9815274.293,-9529195.314,-9470805.758,-9718906.659,-9266889.935,-9153413.266,-9423656.441,-9111993.486,-9401295.331,-8740647.851,-8168748.517
207.6,-10673252.61,-9852396.92,-10326018.77,-9837555.827,-9535521.678,-9467185.009,-9706154.46,-9269615.444,-9146987.431,-9413410.915,-9061661.093,-9400300.619,-8708618.146,-8181639.976
207.5,-10672914.4,-9850188.661,-10320846.28,-9848497.652,-9526310.651,-9474864.181,-9693183.424,-9266730.781,-9141257.894,-9380466.075,-9016103.314,-9387886.622,-8669864.193,-8193158.733
207.4,-10654671.4,-9847303.998,-10305050.26,-9857987.198,-9527504.304,-9476535.296,-9679715.033,-9277533.346,-9125879.657,-9324941.289,-8979915.715,-9357249.513,-8647721.919,-8222263.987
207.3,-10614226.44,-9856554.814,-10278630.73,-9862980.649,-9539540.312,-9469671.788,-9662824.834,-9290922.161,-9111913.909,-9265815.647,-8941440.281,-9322593.77,-8629797.22,-8245858.54
207.2,-10565863.57,-9868232.725,-10250341.14,-9855560.102,-9560707.769,-9459446.155,-9645994.319,-9295855.929,-9079526.108,-9206232.438,-8887566.715,-9267665.81,-8614916.339,-8273272.784
207.1,-10499098.55,-9880845.664,-10203569.81,-9829697.608,-9576404.314,-9445082.523,-9625841.467,-9298044.294,-9040493.636,-9132126.444,-8828301.814,-9193858.229,-8605884.36,-8296688.289
207,-10429389.18,-9905196.198,-10135233.14,-9799140.075,-9598526.694,-9421249.24,-9619674.257,-9311691.734,-9012482.565,-9060069.555,-8785787.852,-9123452.561,-8602820.649,-8323446.024
206.9,-10362783.31,-9922882.165,-10060192.12,-9775843.936,-9616928.853,-9395287.274,-9603062.577,-9323290.068,-8982064.292,-8973967.342,-8742816.322,-9034266.743,-8609007.754,-8331662.34
206.8,-10296654.9,-9933048.115,-9966191.897,-9746360.692,-9635947.734,-9355498.821,-9554480.876,-9331128.393,-8936347.359,-8894529.695,-8703485.436,-8941360.704,-8604153.562,-8351039.316
206.7,-10225552.93,-9955250.072,-9887530.124,-9711287.17,-9659263.768,-9302938.274,-9498299.58,-9340259.843,-8888740.475,-8817638.509,-8638013.536,-8856790.347,-8607993.148,-8382253.358
206.6,-10151188.31,-9968877.617,-9801109.604,-9669588.871,-9678262.754,-9239754.21,-9424034.432,-9352872.783,-8838905.437,-8749620.148,-8577415.722,-8779143.18,-8609405.638,-8428149.339
206.5,-10072307.7,-9982007.807,-9710332.248,-9621643.785,-9679535.985,-9183612.702,-9355478.926,-9353250.773,-8798261.532,-8664094.867,-8530445.452,-8723101.143,-8613941.522,-8448103.248
206.4,-9979759.759,-9979899.019,-9636763.397,-9573002.401,-9665232.036,-9120587.792,-9267805.07,-9351022.62,-8743572.303,-8594584.439,-8488627.788,-8668630.751,-8614080.781,-8448819.44
206.3,-9891489.076,-9989647.19,-9571669.488,-9529573.304,-9637618.849,-9080103.041,-9197797.286,-9326035.471,-8695368.591,-8547534.593,-8446889.7,-8606938.754,-8618417.723,-8439787.461
206.2,-9799915.95,-9989149.834,-9521536.036,-9480812.554,-9597611.559,-9049068.047,-9140820.221,-9304211.504,-8661846.82,-8490020.384,-8427492.829,-8559948.591,-8605526.264,-8425423.83
206.1,-9713097.545,-9972577.943,-9459844.04,-9430878.046,-9558360.25,-9039359.665,-9065779.198,-9271664.55,-8633298.604,-8432645.434,-8429144.05,-8527421.53,-8591083.055,-8385277.28
206,-9642771.454,-9932292.134,-9406626.983,-9364749.636,-9502159.06,-9032396.685,-8989584.31,-9239018.124,-8588317.758,-8377100.753,-8419077.572,-8490159.643,-8565479.186,-8337153.146
205.9,-9567531.489,-9859220.64,-9356035.965,-9294662.276,-9456700.752,-9010731.873,-8900438.28,-9205018.89,-8546281.257,-8315886.218,-8408215.324,-8465192.389,-8525531.578,-8305779.951
205.8,-9492410.889,-9768821.274,-9318933.232,-9206013.602,-9393974.255,-8974962.053,-8792750.831,-9151662.574,-8504563.064,-8273889.505,-8389654.01,-8485862.49,-8457672.371,-8271044.631
205.7,-9408934.714,-9665848.757,-9294721.958,-9107159.189,-9310577.657,-8944563.675,-8680845.806,-9103518.546,-8475139.502,-8246833.357,-8358997.007,-8513555.254,-8411060.198,-8239233.762
205.6,-9341911.064,-9539202.11,-9248686.718,-9014531.67,-9210987.158,-8920451.872,-8581016.577,-9055175.575,-8444940.066,-8230161.995,-8340634.636,-8557680.649,-8374613.975,-8192760.849
205.5,-9285729.768,-9409054.079,-9193022.672,-8925485.111,-9110919.198,-8900716.799,-8474463.099,-8994657.337,-8415058.938,-8225009.39,-8319805.38,-8615552.954,-8324918.197,-8129755.833
205.4,-9210887.687,-9256584.726,-9129898.29,-8853627.165,-9023305.024,-8899085.473,-8354122.921,-8917447.844,-8365144.323,-8224651.294,-8263783.238,-8691926.89,-8270089.708,-8056545.079
205.3,-9118001.543,-9110779.938,-9062635.91,-8763446.635,-8943429.704,-8906486.125,-8240009.637,-8823845.507,-8300488.086,-8227118.178,-8192442.541,-8776556.93,-8193675.983,-7992326.515
205.2,-9036574.473,-8954749.519,-8996487.606,-8670520.702,-8860092.788,-8915100.325,-8136679.024,-8733525.718,-8242556.098,-8212595.393,-8116367.019,-8833255.476,-8140061.043,-7874632.27
205.1,-8942793.089,-8805920.809,-8909510.047,-8568702.05,-8778208.151,-8916333.767,-8041107.159,-8645016.304,-8169981.959,-8179252.669,-8055212.166,-8866896.614,-8090424.947,-7756102.468
205,-8849568.742,-8658365.33,-8822751.325,-8477944.588,-8695229.332,-8884125.014,-7940601.526,-8561778.859,-8096651.84,-8125080.69,-7976749.336,-8860251.942,-8045523.677,-7628660.052
204.9,-8733227.305,-8521552.733,-8716933.933,-8386530.617,-8624107.472,-8832877.486,-7837290.807,-8484052.116,-8023063.095,-8066870.183,-7875825.924,-8822074.921,-8011623.915,-7484884.476
204.8,-8623888.635,-8377737.369,-8600393.553,-8295872.626,-8527600.578,-8757677.309,-7751128.911,-8391822.481,-7923412.914,-7987711.055,-7768536.36,-8755528.733,-7944480.9,-7347196.533
204.7,-8506273.967,-8228331.726,-8484629.048,-8197455.886,-8438036.77,-8651521.716,-7655835.565,-8301502.692,-7825752.155,-7898266.612,-7656034.508,-8665845.559,-7868982.31,-7202466.034
204.6,-8410005.804,-8080875.718,-8353904.085,-8116705.22,-8357723.776,-8533131.173,-7560323.383,-8196500.964,-7707361.613,-7821753.416,-7547869.597,-8556924.668,-7796428.065,-7082722.684
204.5,-8309301.229,-7949096.361,-8222940.391,-8038083.237,-8287377.791,-8401451.287,-7472470.478,-8079443.334,-7549719.76,-7736745.385,-7399617.82,-8425941.08,-7702447.739,-6942468.386
204.4,-8182535.216,-7835997.682,-8078170.103,-7948459.745,-8228789.293,-8266667.901,-7388039.38,-7969129.847,-7374133.316,-7671353.062,-7246531.746,-8267642.718,-7588453.82,-6808202.25
204.3,-8040987.794,-7737720.202,-7932842.778,-7861004.725,-8173861.334,-8151042.656,-7320637.74,-7844134.421,-7206683.61,-7586543.974,-7101960.401,-8082089.266,-7468352.373,-6649207.59
204.2,-7887046.268,-7648176.288,-7781109.511,-7794219.806,-8112447.856,-8041783.563,-7253992.081,-7736586.231,-7047251.277,-7490017.186,-6936977.579,-7872046.021,-7363609.27,-6485816.307
204.1,-7722540.907,-7539494.128,-7623209.034,-7730060.925,-8028553.902,-7945694.448,-7192319.978,-7626670.629,-6884894.494,-7364405.039,-6776371.487,-7638587.271,-7244283.698,-6304739.056
204,-7547412.03,-7444797.609,-7478339.275,-7664947.121,-7931967.432,-7826189.828,-7150721.15,-7515143.594,-6707696.617,-7223474.337,-6628179.393,-7373178.393,-7085667.029,-6125770.593
203.9,-7374113.422,-7346520.129,-7336851.535,-7601862.529,-7797024.892,-7707759.497,-7121237.906,-7398384.378,-6552740.485,-7068717.148,-6451080.987,-7089964.182,-6941831.77,-5954799.609
203.8,-7203420.957,-7244403.064,-7213527.224,-7508399.452,-7662002.776,-7593705.896,-7099712.353,-7315624.395,-6407333.583,-6900988.923,-6279552.965,-6828792.774,-6786278.812,-5790334.037
203.7,-7054154.574,-7140734.249,-7080196.117,-7388874.938,-7497119.425,-7464751.518,-7059346.967,-7228348.423,-6279990.638,-6720806.912,-6084330.918,-6571560.424,-6641170.323,-5621213.216
203.6,-6894025.944,-7010765.266,-6944517.491,-7250629.957,-7316957.308,-7289304.333,-7028988.377,-7145369.603,-6148270.963,-6530836.942,-5873611.27,-6297358.298,-6492162.565,-5483206.965
203.5,-6739945.158,-6872022.929,-6802572.184,-7095793.191,-7121814.839,-7124162.358,-6986016.848,-7056581.67,-6040842.139,-6362730.726,-5659867.698,-6055504.184,-6332431.819,-5400904.55
203.4,-6599491.918,-6726596.132,-6650620.08,-6927169.725,-6897467.645,-6973901.264,-6945412.731,-6930531.85,-5927624.095,-6199936.27,-5435202.196,-5858650.811,-6186129.676,-5284085.651
203.3,-6485378.634,-6530299.798,-6504278.149,-6745933.32,-6668882.981,-6835397.658,-6941314.52,-6809495.375,-5807502.754,-6029184.122,-5200549.793,-5663428.765,-6073627.824,-5193745.967
203.2,-6372956.359,-6341225.067,-6328612.128,-6564219.454,-6453110.198,-6742531.408,-6908409.47,-6672245.105,-5677275.147,-5855010.168,-4949902.431,-5494049.319,-5921854.769,-5079931.097
203.1,-6257072.489,-6168801.805,-6136473.686,-6384216.491,-6259002.229,-6659612.271,-6867128.949,-6527554.394,-5542073.982,-5670391.744,-4694878.34,-5363702.346,-5749610.555,-4977058.051
203,-6097819.204,-5983705.92,-5923625.355,-6166752.699,-6064237.749,-6605221.455,-6776729.583,-6385191.308,-5397900.521,-5446740.848,-4450557.342,-5277460.873,-5587532.29,-4807419.98
202.9,-5931244.844,-5806706.985,-5728880.771,-5950144.36,-5849399.996,-6536009.441,-6650381.35,-6243783.145,-5288959.736,-5213262.204,-4264446.851,-5168579.771,-5459910.826,-4605513.473
202.8,-5788245.143,-5612161.343,-5515694.238,-5714755.87,-5610490.228,-6441472.075,-6496976.968,-6080948.9,-5206418.59,-4947117.239,-4119199.102,-5083591.634,-5393901.782,-4389442.278
202.7,-5657181.978,-5419843.853,-5316712.182,-5497709.857,-5335492.332,-6310349.228,-6314566.804,-5906297.484,-5090494.931,-4655209.252,-3980277.718,-5043067.095,-5334656.775,-4192787.847
202.6,-5567299.862,-5203732.869,-5125011.414,-5277321.614,-5053591.141,-6158078.817,-6119802.325,-5728681.828,-4956646.574,-4353194.997,-3854426.84,-4966752.841,-5254920.714,-3977074.747
202.5,-5493989.636,-5012549.351,-4941686.116,-5054526.169,-4824529.015,-5991325.409,-5932299.238,-5560774.555,-4793653.175,-4044118.291,-3759431.907,-4873926.38,-5153858.043,-3745923.728
202.4,-5446701.059,-4793314.973,-4771968.468,-4834098.138,-4588981.371,-5818006.906,-5716904.446,-5358291.116,-4606786.704,-3746540.449,-3695750.488,-4801332.346,-5009784.053,-3521178.649
202.3,-5393981.359,-4602867.541,-4579074.046,-4636031.217,-4424038.338,-5638799.712,-5475269.169,-5142080.661,-4372193.983,-3478406.062,-3666366.715,-4751517.203,-4829144.475,-3255411.675
202.2,-5339869.062,-4403189.188,-4361709.726,-4478170.528,-4291562.682,-5444035.233,-5234250.613,-4916917.803,-4100379.164,-3239038.726,-3661333.476,-4690720.446,-4588603.381,-3008961.995
202.1,-5246366.197,-4221733.947,-4150273.885,-4334255.693,-4200486.913,-5257785.483,-5014439.302,-4718612.152,-3815692.78,-2970188.147,-3686221.153,-4599326.369,-4310322.938,-2778487.379
202,-5136351.123,-4058641.076,-3934859.198,-4193106.155,-4103880.548,-5091549.325,-4774733.765,-4522057.192,-3536616.569,-2736928.339,-3719921.973,-4477155.923,-4034449.697,-2539915.813
201.9,-5041773.97,-3856416.262,-3716917.945,-4086274.157,-4011213.24,-4913893.881,-4543781.688,-4299361.219,-3268183.768,-2445497.813,-3764843.137,-4325661.387,-3741348.055,-2308108.284
201.8,-4926407.349,-3664238.033,-3519587.111,-4028083.544,-3922584.46,-4687756.206,-4296536.239,-4101672.289,-2979558.328,-2198272.258,-3813126.425,-4211209.901,-3455428.23,-2095936.356
201.7,-4797154.559,-3458273.104,-3316447.162,-3942578.158,-3799200.467,-4423739.924,-4065564.267,-3896602.6,-2661608.797,-1939897.979,-3863100.723,-4107362.038,-3145595.544,-1915376.355
201.6,-4660182.808,-3306599.52,-3140482.727,-3847881.639,-3697322.132,-4157316.441,-3853690.753,-3679079.126,-2365065.455,-1743577.771,-3935973.275,-3994362.83,-2794243.606,-1710993.017
201.5,-4540757.766,-3119136.222,-2984074.317,-3769597.857,-3577479.31,-3900084.09,-3652997.795,-3479659.398,-2114159.468,-1590865.708,-3960323.808,-3862344.742,-2490677.602,-1488440.282
201.4,-4429230.731,-2980911.135,-2855577.507,-3681048.654,-3446893.606,-3650491.122,-3450872.452,-3314199.115,-1856195.01,-1471741.069,-3968400.864,-3716122.176,-2206011.112,-1319822.786
201.3,-4323950.483,-2846028.278,-2715482.363,-3566060.024,-3291798.215,-3343980.772,-3218647.144,-3178162.393,-1635932.1,-1401611.93,-3905614.685,-3537750.54,-1947264.811,-1167922.407
201.2,-4233929.108,-2656734.712,-2563570.048,-3395546.607,-3159939.281,-3047815.42,-3028716.962,-3059692.273,-1414358.161,-1369749.337,-3774332.683,-3311394.029,-1689708.184,-1049239.419
201.1,-4139312.166,-2489523.737,-2382094.913,-3258176.972,-3057643.168,-2774667.687,-2839861.068,-2983815.692,-1200831.437,-1360225.97,-3567850.505,-3080680.682,-1441255.156,-922399.7982
201,-3998520.724,-2294699.575,-2203265.709,-3087146.306,-2976952.184,-2527382.45,-2634930.639,-2891904.365,-980409.3738,-1364936.923,-3273137.431,-2813859.314,-1222828.483,-767276.5552
200.9,-3837437.17,-2083323.417,-2008521.124,-2867573.726,-2870896.062,-2301980.862,-2444284.265,-2832599.675,-786231.7744,-1373964.923,-2888780.972,-2577953.574,-1005133.919,-662133.5779
200.8,-3652301.497,-1897218.894,-1793002.988,-2689420.926,-2783401.253,-2093728.097,-2191368.962,-2745761.376,-660156.0917,-1351339.219,-2453594.763,-2347916.631,-803726.7573,-543951.9244
200.7,-3431694.417,-1705898.106,-1597858.529,-2464854.896,-2675614.333,-1918517.653,-1923924.904,-2658226.779,-567809.081,-1281771.098,-1995072.627,-2099079.644,-649166.5209,-436280.3908
200.6,-3188785.91,-1490135.271,-1426499.608,-2222384.061,-2496725.447,-1769780.457,-1612568.32,-2604293.53,-513420.2547,-1187363.046,-1532315.01,-1830340.473,-571917.2388,-281789.7842
200.5,-2965453.321,-1270425.421,-1239561.517,-1998215.915,-2270249.57,-1605561.574,-1283889.833,-2517972.481,-454618.8889,-1106572.591,-1048210.888,-1582852.314,-533994.8639,-159024.3019
200.4,-2743951.001,-1030894.953,-1037497.847,-1730553.021,-2022049.198,-1476702.689,-954845.2925,-2402128.399,-404658.5175,-997397.0539,-582097.1146,-1387952.554,-473038.9534,-7161.046254
200.3,-2500445.667,-801307.6194,-862802.6634,-1458893.377,-1736889.332,-1345492.306,-647622.7289,-2338844.864,-376607.6579,-910333.9498,-104126.7803,-1242919.663,-350556.1681,198713.4831
200.2,-2273273.493,-554899.7173,-711037.5659,-1122368.607,-1451321.634,-1248752.65,-395481.3108,-2281151.607,-389427.4976,-809086.262,365333.5997,-1065144.853,-236520.4714,443064.3221
200.1,-2028037.361,-362958.229,-566245.3948,-807900.5661,-1187355.088,-1180614.924,-126844.3956,-2191050.654,-435554.2515,-722890.5461,875596.6406,-914939.4632,-45967.99802,689092.2444
200,-1792927.39,-137474.8756,-429251.7605,-513086.0317,-952320.7152,-1103339.779,168391.2996,-2083482.57,-507656.8972,-616585.7459,1335951.035,-772373.4561,150261.293,901978.3746
199.9,-1549953.231,54011.63175,-243069.6508,-205071.6779,-768975.5222,-1004188.943,428402.277,-1995490.406,-576574.4773,-448457.6469,1764411.005,-645700.9467,363511.2885,1052082.304
199.8,-1300598.994,300424.7063,-56669.69937,107243.0119,-590967.9502,-863224.421,641163.0735,-1839853.892,-676330.098,-228288.2404,2117044.131,-564598.1528,587788.8528,1202015.143
199.7,-1062773.462,534313.1715,133237.2064,407610.8208,-384849.836,-736042.6194,785595.1591,-1631595.159,-741891.522,46437.50177,2400994.428,-516342.7166,848813.0432,1283165.683
199.6,-784946.6074,716767.1032,321192.2895,640104.7007,-133319.7674,-590011.0379,894074.3983,-1362963.416,-735368.2051,305905.5658,2638014.244,-548312.7389,1153674.162,1397469.952
199.5,-538807.2773,890256.6962,499012.8557,859918.0006,165328.7823,-396665.0172,963260.5504,-1042159.064,-676033.6741,581446.5734,2756185.951,-575657.3534,1481680.224,1500418.596
199.4,-265798.8048,986417.4302,695866.2286,1085389.218,481768.5401,-168334.9989,999943.5149,-702676.0224,-539095.7436,808823.6582,2765934.122,-708871.0846,1810167.727,1572750.026
199.3,10950.55823,1068111.083,894999.4799,1286684.972,837552.9109,52899.54448,1007988.74,-338082.488,-381732.4107,1046048.385,2710071.133,-835503.8056,2165824.775,1604564.873
199.2,274224.0098,1079243.892,1090955.623,1465078.492,1179096.994,247430.4653,1030733.81,47404.16224,-266960.6276,1176220.289,2543874.764,-967941.6619,2552827.166,1645674.303
199.1,495591.0488,1077379.803,1296655.959,1621644.067,1532135.962,525685.0454,1063105.695,398091.4333,-111510.9204,1279292.278,2364906.301,-1078977.309,2857049.68,1644082.765
199,714357.9123,1044540.403,1487815.604,1797421.496,1823214.361,814014.0619,1129212.221,743863.0399,90282.18898,1348935.997,2126454.1,-1105679.34,3099421.044,1605040.345
198.9,909367.0904,1003590.127,1691035.129,1990099.07,2099457.634,1114987.849,1125860.044,1062658.075,282030.5043,1375039.212,1872745.017,-1121913.029,3217592.75,1578835.67
198.8,1056339.669,974106.8828,1924692.821,2117919.477,2339004.018,1392633.666,1113477.877,1403163.68,535415.3117,1370200.936,1623136.134,-1100387.476,3268044.509,1533361.446
198.7,1199432.873,909484.4663,2176468.186,2150526.114,2521772.278,1665212.423,1134744.805,1769354.721,808913.1822,1362273.086,1355065.408,-1047709.553,3275226.325,1501898.727
198.6,1327418.401,906184.0141,2414641.867,2205195.449,2710270.076,1873093.166,1177083.699,2164213.342,1095409.94,1351569.992,1085230.065,-957479.2881,3219582.173,1440019.724
198.5,1414738.141,849465.5739,2699467.511,2194552.038,2941858.768,2020179.141,1186784.124,2547216.994,1390934.699,1312690.705,818643.4485,-866292.1108,3107358.84,1326849.426
198.4,1557045.523,830745.1066,2947449.046,2119411.544,3095899.765,2167714.726,1228010.929,2928649.002,1721815.477,1257919.91,587152.2376,-691288.5671,2922243.061,1232071.341
198.3,1706693.875,766761.2948,3164276.222,2055093.509,3269059.114,2218285.85,1289951.604,3276360.296,2043932.848,1158186.173,377843.0894,-421419.4035,2701516.616,1143882.224
198.2,1794085.234,734126.8053,3363437.326,1970586.813,3430381.398,2241800.826,1336705.026,3600894.815,2329255.847,1050554.428,202298.4227,-142240.3386,2419277.222,1080029.714
198.1,1862463.68,716086.7206,3602128.257,1881914.266,3527146.917,2262371.457,1365887.867,3856356.58,2559432.049,964279.1348,59913.25409,100064.1802,2184545.242,1061583.787
198,1951213.815,749499.0743,3806680.696,1802601.952,3566855.793,2166779.697,1379982.927,4033554.457,2663299.807,894852.2626,-59952.04783,339654.1319,1987242.259,1095175.189
197.9,2066771.42,815072.4348,3957638.088,1699338.979,3597393.431,2079642.985,1386114.328,4099583.395,2649473.319,764883.2798,-63841.76703,571453.7033,1763024.378,1174252.75
197.8,2158105.815,914997.1565,4075690.429,1638188.105,3557803.92,1973652.513,1353203.308,4103363.298,2581773.266,665843.8512,-23803.84009,856874.1839,1471536.158,1293986.153
197.7,2249201.478,1071202.645,4156142.681,1537700.377,3442357.723,1846763.157,1315824.046,4072845.554,2534822.891,570423.1824,76581.6319,1151257.014,1261301.928,1444696.857
197.6,2358858.456,1219446.465,4231959.579,1501868.885,3362203.884,1717371.106,1223049.309,3948566.32,2450749.889,524757.9745,169495.0313,1395522.307,990197.3333,1610007.933
197.5,2479914.825,1373107.482,4334494.423,1519316.122,3304132.636,1606615.968,1137054.525,3830255.354,2313240.994,541502.9451,292890.7627,1534308.411,835350.62,1800065.438
197.4,2630633.486,1515589.934,4351145.891,1496069.718,3260226.078,1579979.588,1049189.684,3725651.511,2170579.495,576662.0119,393464.0362,1622680.556,801082.8146,2089192.213
197.3,2804568.71,1623981.638,4287623.625,1424826.503,3150986.879,1555161.54,920816.2178,3559713.766,2066870.891,627732.4811,535210.4012,1738831.009,866813.3395,2303254.092
197.2,3005957.967,1684012.467,4185228.041,1393047.466,3087703.344,1571769.24,770388.0123,3325359.776,2011505.258,684251.9791,678796.9821,1814677.748,1012248.094,2507269.387
197.1,3198394.821,1781514.072,4078197.101,1403678.94,3023663.828,1609415.085,635817.4948,3088558.796,1967145.112,781427.3187,778546.6346,1869796.692,1157621.177,2625281.939
197,3410725.902,1864471.008,3958533.328,1408379.946,2977827.53,1635870.428,501835.8465,2816604.717,1929314.25,918590.0538,852943.0847,1828546.013,1333776.596,2743752.059
196.9,3634237.539,1910619.645,3808530.859,1370734.101,2933741.924,1659874.802,421938.6428,2504325.041,1860018.68,1062355.683,900707.1335,1781044.568,1587587.14,2833514.81
196.8,3848259.629,1921388.39,3627354.137,1346530.785,2891048.913,1736288.527,365120.7314,2117640.958,1766159.708,1198211.367,889053.0955,1693754.67,1844445.479,2908317.102
196.7,4086393.523,1935789.821,3398053.28,1258468.99,2811611.266,1822613.555,329386.7215,1730495.328,1729755.263,1338143.379,844086.175,1562428.901,2057381.345,2896320.883
196.6,4288658.125,1941109.537,3111238.214,1158592.015,2714268.815,1874583.243,294559.8883,1378727.601,1704571.161,1486329.505,791261.0349,1460128.809,2196959.239,2873223.686
196.5,4391789.796,1937291.835,2778905.158,1028943.329,2687212.667,1940439.102,231473.3061,1068409.496,1646191.553,1643999.209,746693.9883,1302675.952,2273174.022,2817539.746
196.4,4439874.142,1935397.905,2492388.505,881566.898,2634393.495,1970262.537,196518.553,845832.8881,1632235.753,1774511.304,690729.5393,1112226.53,2386093.652,2740230.781
196.3,4446956.487,1879624.44,2177144.589,730778.607,2597171.397,1961839.321,113714.007,612306.4978,1580626.15,1941230.892,602799.0468,918056.8886,2464636.059,2597628.964
196.2,4398334.997,1861892.716,1858031.247,577975.0308,2530645.103,1897501.392,37656.98589,417225.7005,1599352.586,2153172.046,477033.7141,677943.5198,2508463.04,2444881.092
196.1,4331152.193,1792308.679,1562808.881,355871.9055,2467401.357,1756099.197,-80479.90562,221920.0985,1674508.995,2261317.063,374797.2833,442429.6963,2516540.096,2225666.608
196,4277258.733,1823526.7,1250692.337,154789.6168,2361345.234,1577146.65,-195762.3735,105900.7484,1778631.399,2403401.629,293105.6203,249984.884,2448283.005,2003030.318
195.9,4106944.259,1816386.662,1018222.33,-39008.40071,2365781.647,1322794.983,-303054.7231,30341.87874,1823671.928,2562157.558,190730.3278,47966.17415,2337531.845,1735313.709
195.8,3858107.272,1855592.214,826831.9122,-236011.1792,2320184.079,1026613.715,-412447.1073,-31396.4717,1824059.865,2736391.195,60959.88935,-177715.7236,2193915.423,1483761.16
195.7,3600496.931,1850222.763,649323.6853,-418035.3955,2259506.688,747300.7622,-465713.8992,-140947.6118,1786672.645,2895266.489,-109233.8272,-365512.6477,2055411.817,1297153.314
195.6,3316347.691,1901852.26,474353.9618,-565433.7103,2208716.727,466682.748,-478179.6216,-216767.4938,1722879.818,2969253.118,-250681.182,-553630.4656,1886746.573,1108868.385
195.5,2981985.424,1960108.524,289387.3894,-652745.4923,2236966.529,215396.7815,-476070.8336,-283771.2492,1647017.163,2923516.291,-351455.3871,-726091.5272,1648163.071,977558.5311
195.4,2640282.186,2042281.627,176154.0268,-686263.2854,2294600.104,-83919.41846,-499619.6297,-323400.5487,1599949.412,2828342.311,-507658.8867,-892369.4631,1404818.88,900506.2018
