WL,Beta25 ME,Beta30 ME,Beta35 ME,Beta40 ME,Beta45 ME,Beta50 ME,Beta55 ME,Beta60 ME,Beta65 ME,Beta70 ME,Beta75 ME,Beta 80 ME,Beta85ME,Beta90 ME
209.3,-4677570.362,-4648186.59,-4641223.61,-4482567.153,-4327750.281,-4445384.843,-4501745.187,-4403925.275,-4426664.376,-4290229.769,-4253445.344,-4120532.016,-3962432.596,-4344600.691
209.2,-4698359.829,-4657636.347,-4636190.371,-4503456.091,-4361013.428,-4477673.173,-4504351.331,-4421074.098,-4452666.13,-4310442.303,-4260368.535,-4116234.863,-3992333.619,-4345316.883
209.1,-4719308.45,-4670885.902,-4626820.19,-4522375.5,-4392426.412,-4514537.175,-4511115.368,-4446658.073,-4477872.115,-4330515.578,-4265938.918,-4114543.853,-4020364.584,-4345058.258
209,-4745529.041,-4684871.544,-4614386.298,-4540658.294,-4424615.27,-4553211.551,-4512010.608,-4475982.164,-4491499.66,-4350489.382,-4263193.515,-4114205.652,-4054721.914,-4345237.306
208.9,-4775549.429,-4703910.318,-4601693.782,-4558065.743,-4452089.197,-4592204.236,-4514318.338,-4508091.445,-4505346.042,-4366166.032,-4258160.276,-4118025.343,-4084861.667,-4345456.142
208.8,-4796557.732,-4723784.651,-4582117.863,-4577681.45,-4478071.057,-4623716.691,-4510896.531,-4534550.767,-4516168.501,-4377684.79,-4249227.768,-4131294.792,-4115936.449,-4345098.046
208.7,-4810881.575,-4744812.848,-4560313.79,-4603106.272,-4498522.322,-4653637.608,-4506818.215,-4571036.779,-4533854.469,-4389681.008,-4231541.8,-4141440.848,-4142873.232,-4343009.152
208.6,-4823912.294,-4771510.901,-4535187.382,-4625606.642,-4524583.759,-4682225.611,-4496612.477,-4603205.743,-4549352.071,-4392864.084,-4213537.525,-4162946.507,-4175678.812,-4339368.509
208.5,-4836027.878,-4803441.134,-4519550.52,-4638915.88,-4552873.35,-4707550.962,-4485531.392,-4633962.217,-4556852.195,-4390795.085,-4200825.114,-4187993.338,-4215208.64,-4336304.798
208.4,-4845477.635,-4826995.899,-4508767.849,-4653060.675,-4581103.257,-4731264.88,-4468283.098,-4663525.038,-4555598.859,-4376451.347,-4187933.656,-4219744.524,-4252371.056,-4334315.375
208.3,-4853713.845,-4852380.932,-4492235.747,-4670289.075,-4614008.308,-4749110.001,-4448587.813,-4688989.648,-4543761.794,-4361928.562,-4177787.6,-4255136.353,-4289911.461,-4333559.395
208.2,-4856538.825,-4878104.167,-4479682.49,-4680335.66,-4632231.42,-4764169.931,-4437466.941,-4715230.133,-4527587.787,-4350966.843,-4159862.902,-4289553.365,-4327073.877,-4332703.943
208.1,-4858070.681,-4900485.172,-4476101.529,-4694062.676,-4650951.887,-4766835.757,-4421869.867,-4750343.443,-4508489.33,-4340064.807,-4144186.251,-4327809.963,-4361908.668,-4335250.404
208,-4856598.508,-4925034.648,-4480120.163,-4706536.356,-4665156.365,-4751377.943,-4405894.803,-4786511.148,-4481274.028,-4328526.155,-4133204.638,-4358128.765,-4396484.834,-4333241.087
207.9,-4848760.183,-4946202.105,-4492951.939,-4708386.519,-4677888.67,-4729713.13,-4398315.103,-4821863.188,-4452029.515,-4324786.041,-4124152.765,-4380032.308,-4439516.046,-4333539.501
207.8,-4839668.521,-4956765.939,-4514835.588,-4712146.528,-4687557.264,-4707053.606,-4395072.344,-4855464.537,-4420178.858,-4316907.927,-4113409.883,-4394196.998,-4474311.048,-4338413.586
207.7,-4829920.35,-4962197.063,-4542588.034,-4717259.345,-4700667.559,-4683618.207,-4388308.307,-4883833.704,-4391411.806,-4309825.582,-4105690.923,-4407546.024,-4510697.589,-4338214.644
207.6,-4826697.485,-4964226.274,-4573881.653,-4727166.669,-4715588.229,-4664499.855,-4382897.077,-4907945.507,-4366902.119,-4300137.094,-4099662.972,-4416398.955,-4545572.168,-4332743.732
207.5,-4817327.305,-4960744.785,-4610347.77,-4739401.619,-4730767.524,-4653577.925,-4372373.031,-4923642.052,-4344779.739,-4289931.356,-4093455.973,-4414568.686,-4574816.682,-4329401.501
207.4,-4799243.453,-4943635.75,-4646714.417,-4759753.413,-4745310.204,-4640945.091,-4365947.196,-4928914.022,-4333201.299,-4279228.262,-4089437.339,-4410251.639,-4598510.706,-4333897.597
207.3,-4777777.582,-4919683.101,-4688452.504,-4779249.755,-4761106.22,-4625089.392,-4358626.12,-4919404.582,-4318041.898,-4268465.485,-4082772.773,-4394316.363,-4615420.798,-4333499.712
207.2,-4765423.267,-4892567.27,-4723685.18,-4788500.57,-4766895.44,-4610765.549,-4348917.738,-4909159.055,-4305727.372,-4263432.246,-4082156.052,-4376172.828,-4625427.594,-4329321.925
207.1,-4759057.115,-4866883.823,-4754759.962,-4786153.051,-4769819.891,-4590493.332,-4340363.22,-4889324.511,-4294984.489,-4254380.373,-4090292.791,-4362047.927,-4629167.709,-4329481.078
207,-4757047.798,-4838156.56,-4779428.803,-4781219.283,-4760290.557,-4571414.769,-4328466.473,-4869430.284,-4296416.874,-4242483.625,-4097892.386,-4352240.074,-4627914.373,-4333638.972
206.9,-4758679.124,-4810205.172,-4799561.76,-4774017.573,-4746603.329,-4545870.582,-4314460.937,-4847128.856,-4307478.064,-4230865.397,-4107859.393,-4344958.787,-4610685.972,-4342750.528
206.8,-4756809.067,-4782870.504,-4811359.037,-4761603.576,-4718035.219,-4517083.636,-4304971.391,-4821326.044,-4318718.302,-4230666.454,-4124132.871,-4337140.356,-4592880.639,-4341397.72
206.7,-4762558.499,-4758201.663,-4818421.487,-4736795.475,-4678445.708,-4494165.487,-4306722.083,-4790927.666,-4340641.739,-4232198.31,-4137601.262,-4318380.1,-4558503.416,-4337498.452
206.6,-4761742.835,-4734646.899,-4817008.997,-4705979.318,-4645162.667,-4468680.982,-4303638.478,-4751934.982,-4362784.014,-4233332.281,-4152641.297,-4295481.845,-4518675.174,-4334335.27
206.5,-4761464.316,-4719925.171,-4801889.385,-4666509.172,-4609631.578,-4442022.719,-4306761.871,-4704308.203,-4388765.874,-4230308.358,-4172058.063,-4272742.744,-4476578.99,-4337776.971
206.4,-4757843.567,-4703074.761,-4775012.285,-4622901.027,-4578318.065,-4418010.387,-4307577.535,-4642974.302,-4419363.194,-4227005.917,-4183716.08,-4250580.575,-4426047.655,-4342472.008
206.3,-4746722.694,-4686562.553,-4732816.63,-4579372.459,-4544676.928,-4408142.851,-4303499.218,-4581123.151,-4450457.871,-4221614.581,-4192270.597,-4224419.667,-4368036.09,-4341656.345
206.2,-4733831.235,-4674805.065,-4680355.554,-4529875.624,-4513104.79,-4394614.776,-4294765.653,-4514875.377,-4466611.983,-4215487.16,-4201421.941,-4206435.286,-4306741.977,-4340800.893
206.1,-4715190.345,-4660481.222,-4624134.469,-4476817.721,-4468104.05,-4385622.586,-4290249.663,-4447951.198,-4476917.192,-4212522.92,-4207231.055,-4179597.975,-4240076.424,-4340164.278
206,-4687696.524,-4639970.274,-4560850.934,-4418428.166,-4418308.8,-4372571.973,-4291363.74,-4383573.481,-4477573.702,-4208285.449,-4207529.469,-4152322.99,-4168039.429,-4338115.173
205.9,-4663147.048,-4624950.133,-4491977.122,-4366623.6,-4366742.965,-4353453.621,-4289573.26,-4321125.503,-4464423.618,-4215606.525,-4216800.178,-4129981.773,-4094271.636,-4334912.202
205.8,-4644784.677,-4607582.473,-4422745.213,-4302603.978,-4304653.083,-4335906.914,-4284460.443,-4270315.648,-4447235.006,-4219167.591,-4216680.813,-4108436.326,-4029675.082,-4323731.647
205.7,-4622662.297,-4584465.382,-4351802.401,-4245865.644,-4254678.786,-4311437.015,-4271767.927,-4233033.867,-4417910.916,-4221535.004,-4223345.379,-4086831.196,-3970430.075,-4305110.651
205.6,-4586375.227,-4559796.54,-4280799.906,-4193205.626,-4207708.517,-4278472.281,-4251853.806,-4200307.865,-4388149.153,-4215606.525,-4224499.244,-4052135.664,-3913691.741,-4273319.676
205.5,-4542369.198,-4524583.759,-4216223.246,-4140525.713,-4164975.718,-4255235.824,-4234645.3,-4171520.919,-4349614.036,-4208444.603,-4212920.804,-4008646.885,-3865388.559,-4236475.569
205.4,-4496612.477,-4481373.499,-4152143.942,-4094052.8,-4133125.061,-4233252.704,-4215447.371,-4138317.454,-4295143.643,-4195334.308,-4198835.692,-3962333.125,-3828186.355,-4190738.742
205.3,-4440769.382,-4435974.874,-4088164.109,-4054682.125,-4112435.065,-4213955.304,-4184611.32,-4106128.596,-4229711.532,-4177608.552,-4174505.053,-3909275.223,-3806302.705,-4132548.129
205.2,-4384031.048,-4384130.519,-4024005.228,-4019051.565,-4089497.022,-4205102.373,-4148980.76,-4076804.505,-4150830.923,-4153218.23,-4135194.061,-3848995.716,-3785373.979,-4069025.863
205.1,-4319096.292,-4327969.117,-3962492.279,-3992353.513,-4071134.651,-4196846.269,-4101393.77,-4049211.213,-4060491.24,-4121009.477,-4090213.214,-3786547.738,-3762515.513,-4005881.587
205,-4252530.21,-4266177.649,-3909951.626,-3978785.651,-4047977.771,-4181308.878,-4055179.481,-4024323.535,-3965536.096,-4077182.496,-4038786.638,-3721294.675,-3745247.324,-3933307.448
204.9,-4196329.019,-4205858.354,-3865010.568,-3965635.567,-4022274.43,-4162071.161,-3999435.858,-4010337.894,-3867576.924,-4028143.227,-3974568.075,-3661313.582,-3731122.423,-3844360.361
204.8,-4152541.826,-4149060.337,-3816946.117,-3947710.869,-3995476.907,-4139391.743,-3937345.977,-4004886.876,-3765519.541,-3983421.005,-3906012.57,-3601252.911,-3714789.263,-3765599.118
204.7,-4114484.171,-4100777.049,-3775406.971,-3933884.381,-3967028.163,-4095962.646,-3875017.364,-4001146.761,-3674125.463,-3925170.71,-3836402.67,-3548692.364,-3702713.467,-3692826.037
204.6,-4081260.812,-4054940.75,-3734723.278,-3921092.393,-3942299.639,-4049231.107,-3819333.424,-3997327.07,-3585755.309,-3851422.812,-3762913.397,-3500329.499,-3690995.768,-3611319.39
204.5,-4046067.925,-4007990.375,-3695790.276,-3908658.502,-3916695.769,-3998083.051,-3763311.282,-3992811.08,-3510137.353,-3778709.413,-3690836.614,-3460342.104,-3678760.818,-3529454.647
204.4,-4017877.806,-3967565.307,-3660856.014,-3885143.526,-3887033.477,-3937405.659,-3703489.342,-3981829.467,-3428133.351,-3705717.495,-3616631.148,-3412735.219,-3663561.629,-3452086
204.3,-3990503.35,-3930900.247,-3623872.647,-3849512.966,-3862046.329,-3869626.029,-3648541.488,-3956762.742,-3358045.99,-3624608.733,-3522889.552,-3361786.105,-3646313.335,-3390732.205
204.2,-3945741.34,-3907246.012,-3584342.819,-3811435.416,-3846429.361,-3795818.448,-3580821.54,-3924812.614,-3294006.475,-3537690.857,-3432629.446,-3318297.325,-3632646.001,-3335286.995
204.1,-3906112.041,-3890395.602,-3543340.817,-3770512.992,-3820407.712,-3718270.752,-3513240.852,-3879095.681,-3236213.746,-3448385.673,-3343960.878,-3286128.361,-3616651.043,-3298104.685
204,-3861907.069,-3866442.953,-3492332.02,-3721533.406,-3790626.055,-3653176.843,-3441382.906,-3822277.769,-3187552.468,-3362144.201,-3255252.521,-3256585.434,-3600934.604,-3267527.259
203.9,-3811276.262,-3848538.149,-3435931.888,-3677447.799,-3760645.455,-3589813.731,-3368629.719,-3755413.274,-3132982.604,-3282626.977,-3175814.874,-3225172.45,-3573977.926,-3250438.118
203.8,-3760466.407,-3829578.951,-3383709.543,-3622937.618,-3720737.637,-3525097.812,-3292733.244,-3685405.49,-3087842.604,-3209714.636,-3107716.936,-3194256.822,-3541331.5,-3247493.773
203.7,-3715525.349,-3805327.888,-3331546.88,-3557624.872,-3671917.204,-3457755.854,-3221730.749,-3608872.4,-3058538.408,-3138533.093,-3053763.793,-3171358.567,-3501165.057,-3243156.831
203.6,-3678382.828,-3783802.335,-3275524.738,-3480077.177,-3616631.148,-3387489.446,-3161689.973,-3523287.437,-3042165.459,-3074553.26,-3018073.551,-3157014.83,-3455925.585,-3246638.321
203.5,-3646691.325,-3766593.829,-3222427.047,-3398510.847,-3559753.554,-3315352.98,-3096536.381,-3434141.407,-3034526.076,-3015924.974,-2985049.134,-3140144.526,-3419797.67,-3261021.847
203.4,-3608494.41,-3745585.526,-3167180.78,-3306201.636,-3502318.922,-3236412.688,-3029433.154,-3354942.491,-3037947.883,-2953457.102,-2952780.699,-3122498.346,-3384684.36,-3278250.247
203.3,-3547359.451,-3710173.802,-3092696.795,-3211564.799,-3447908.212,-3144998.717,-2960380.293,-3264901.221,-3047318.064,-2895485.326,-2929305.511,-3104016.61,-3354146.722,-3289629.745
203.2,-3470786.573,-3666028.513,-3017715.455,-3108055.138,-3386057.061,-3058060.946,-2896022.47,-3170622.481,-3053704.111,-2825636.696,-2910684.515,-3082809.364,-3311970.961,-3282965.179
203.1,-3394094.329,-3620888.513,-2948642.7,-2993126.19,-3326334.593,-2992032.008,-2836021.482,-3067132.714,-3042821.969,-2760343.844,-2883210.588,-3050521.034,-3271923.883,-3258435.597
203,-3314537.316,-3560947.208,-2879649.522,-2882315.348,-3258694.222,-2920452.58,-2772081.438,-2972535.666,-3023803.088,-2707544.567,-2860869.372,-3019426.358,-3221412.441,-3228992.142
202.9,-3226405.892,-3503910.46,-2813938.891,-2768778.996,-3182638.594,-2854344.065,-2693558.925,-2874158.715,-2996329.161,-2651224.011,-2818952.236,-2967601.898,-3152339.686,-3176352.018
202.8,-3126974.547,-3435514.109,-2750913.981,-2654526.453,-3100017.87,-2799197.269,-2614797.682,-2777671.716,-2957873.621,-2595699.224,-2770649.054,-2912972.351,-3071748.174,-3121463.847
202.7,-3024021.924,-3360870.97,-2687033.619,-2549166.628,-3013358.619,-2749083.712,-2523085.297,-2680468.524,-2905273.285,-2541547.139,-2726265.034,-2846744.471,-2987496.124,-3053743.899
202.6,-2920333.215,-3279105.699,-2629181.208,-2447188.822,-2909789.275,-2693678.291,-2444284.265,-2592237.629,-2841213.876,-2497640.581,-2682119.745,-2771245.88,-2898469.46,-2971361.906
202.5,-2811392.43,-3191193.111,-2568464.028,-2331444.212,-2804250.402,-2645136.378,-2354203.207,-2505837.002,-2777850.764,-2454151.802,-2624685.113,-2687590.657,-2806677.498,-2883250.377
202.4,-2696145.175,-3105986.138,-2502534.561,-2214068.274,-2702710.27,-2589372.86,-2264181.831,-2409827.465,-2716218.449,-2410205.455,-2561341.895,-2596375.628,-2706450.384,-2779402.513
202.3,-2576879.286,-3016661.061,-2440205.949,-2084636.435,-2593769.484,-2522408.893,-2170440.235,-2309600.351,-2662762.662,-2354322.572,-2487574.102,-2512242.943,-2616608.057,-2648737.233
202.2,-2451068.196,-2915459.13,-2369422.29,-1957100.517,-2478263.604,-2451605.341,-2084099.291,-2205414.286,-2584996.13,-2291795.018,-2401670.832,-2421764.001,-2514948.558,-2492149.775
202.1,-2322193.396,-2813083.439,-2302557.794,-1839473.912,-2358082.581,-2384362.854,-1991949.233,-2105744.21,-2509437.858,-2246038.296,-2301523.295,-2322790.223,-2414940.281,-2335204.22
202,-2193994.999,-2720694.65,-2227039.31,-1718763.702,-2244944.114,-2306238.226,-1885007.818,-2009396.47,-2401193.37,-2198729.825,-2193577.221,-2219360.138,-2315827.244,-2166501.178
201.9,-2059112.143,-2614499.269,-2137754.021,-1599732.565,-2145194.461,-2217191.668,-1787070.53,-1900990.84,-2296470.161,-2143165.25,-2076658.851,-2122574.726,-2231396.146,-1997957.29
201.8,-1924772.398,-2503966.945,-2044251.155,-1480991.884,-2037566.695,-2131566.916,-1676036.872,-1782411.302,-2169743.937,-2097846.202,-1962535.619,-2027838.418,-2142707.683,-1817005.372
201.7,-1809479.386,-2388699.796,-1970666.39,-1360697.464,-1924440.165,-2053860.067,-1572411.824,-1653337.559,-2038024.262,-2061419.873,-1853992.719,-1921585.343,-2046956.77,-1647824.869
201.6,-1704091.71,-2272855.714,-1900214.965,-1239402.364,-1826785.374,-1978454.98,-1459004.785,-1523042.311,-1905419.295,-2023819.785,-1753530.853,-1782920.594,-1956513.637,-1496553.148
201.5,-1606160.39,-2156872.373,-1835612.443,-1127194.946,-1731239.372,-1891270.521,-1345816.582,-1391774.235,-1787910.066,-1999469.251,-1650106.737,-1646865.967,-1849041.046,-1359849.97
201.4,-1504940.554,-2032155.466,-1768091.437,-1014523.994,-1632335.224,-1803540.96,-1230829.941,-1261395.431,-1692479.45,-1959585.306,-1549668.744,-1518030.955,-1773500.678,-1238391.737
201.3,-1429877.647,-1930414.401,-1699074.386,-892834.988,-1534280.56,-1712817.318,-1117603.94,-1128193.637,-1593933.398,-1896789.179,-1441239.24,-1393791.51,-1708016.841,-1124256.569
201.2,-1375037.222,-1833630.978,-1621096.975,-776984.9378,-1431417.461,-1617446.385,-1020488.283,-987831.9098,-1501556.546,-1824390.109,-1354522.296,-1266343.125,-1659461.002,-1032566.068
201.1,-1322110.622,-1746351.026,-1552137.617,-671573.3884,-1337381.43,-1509353.094,-930061.0649,-857035.3271,-1425248.261,-1725967.402,-1265020.159,-1132488.8,-1627946.558,-950456.6261
201,-1257104.247,-1632311.351,-1471953.937,-571065.7659,-1244616.64,-1382606.975,-829286.8598,-729115.4496,-1356276.966,-1601238.558,-1193203.99,-1025380.273,-1578551.182,-876903.6913
200.9,-1191978.506,-1493781.882,-1369705.569,-467832.6343,-1151131.68,-1248999.339,-734162.6149,-584689.3323,-1268664.782,-1470085.869,-1145050.015,-920670.9899,-1520147.701,-791050.1561
200.8,-1125046.37,-1364831.484,-1268796.084,-371823.0964,-1049619.399,-1108126.33,-654890.0899,-456063.2098,-1160306.897,-1327993.344,-1095628.777,-808724.1871,-1437696.079,-723913.1094
200.7,-1053743.472,-1237773.026,-1174835.651,-288800.5097,-951763.6768,-960988.6297,-561910.4428,-328393.9996,-1033097.244,-1193938.087,-1034738.517,-667785.5277,-1344376.24,-667172.7855
200.6,-980747.5756,-1112051.461,-1077536.967,-219823.247,-854906.6449,-798639.8036,-455050.5937,-197998.8824,-900611.6412,-1063093.759,-974996.1547,-529914.558,-1233987.155,-633336.6848
200.5,-905386.2556,-993203.351,-966093.4883,-140835.8062,-759999.2471,-647117.4156,-339970.4501,-61512.15308,-748482.4793,-917557.5435,-907861.0974,-374850.9977,-1112729.854,-608695.6956
200.4,-794105.9093,-848488.7673,-842050.9956,-70808.52626,-654707.0631,-501887.5715,-233635.8086,79424.91477,-581136.2234,-770953.0083,-840513.1719,-223585.2452,-995610.5524,-617234.2977
200.3,-679720.0743,-705978.464,-705341.8488,-14541.94361,-525599.5003,-362926.3982,-109941.0669,211543.2698,-408366.8014,-636744.5658,-785985.086,-56319.95887,-872141.0134,-617077.1333
200.2,-551052.1739,-564226.1308,-571061.787,33973.96771,-392081.3874,-215358.9825,2246.416287,334276.7224,-248335.6526,-501469.7927,-735529.3483,89564.40528,-738551.2814,-617574.489
200.1,-397633.8661,-408496.1138,-424598.5009,84084.54054,-262945.9727,-66719.8648,125963.6782,465666.153,-92618.16907,-375350.3428,-673616.5255,222992.3973,-598308.9199,-628424.8002
200,-240421.7293,-262373.019,-268327.361,121163.5991,-135659.9253,77002.19585,247350.8884,614321.7829,52093.43041,-255915.353,-601414.4087,323299.0881,-447084.9453,-629439.4058
199.9,-70272.77474,-101705.4539,-113440.8593,155652.8273,10641.9192,211266.7401,371152.661,747720.5304,214258.8318,-124684.0815,-530021.9869,395604.655,-312048.903,-601563.6154
199.8,107753.8957,65744.25192,52269.8922,190985.3718,168790.1788,342970.4995,492099.612,855976.9543,407391.9843,-14551.45305,-451224.9339,453443.1401,-161509.8866,-547220.5458
199.7,291217.6582,235205.463,200941.6364,224271.5961,327976.2208,460326.5426,614709.7204,961993.2882,584846.4967,68247.14458,-357837.4551,494425.2471,-34646.59151,-511934.156
199.6,491389.3881,407173.1478,349483.8693,275917.0085,478446.2042,588433.4258,738927.2822,1076705.389,772417.2234,156732.0891,-244700.9774,528422.491,120379.5677,-482494.6793
199.5,695092.3432,595153.6955,498089.7636,354499.2038,626429.4093,713351.2644,842054.9744,1198010.436,941693.2193,209504.1116,-129048.4769,537824.5026,271590.0142,-447234.152
199.4,899242.9184,762832.185,623270.2061,450208.3389,802294.373,823933.3234,953655.6178,1314940.742,1103331.822,247020.6443,6431.743799,561643.8601,438070.8712,-358434.2819
199.3,1104057.961,908461.903,730066.3937,545221.176,983962.4827,919174.9441,1047598.146,1421442.495,1223900.782,268034.9159,191420.4585,623542.757,608170.488,-290813.8054
199.2,1302717.729,1047261.933,833227.9061,658908.7237,1156085.342,1012108.835,1162660.384,1513316.024,1339812.504,287099.5533,387161.5452,666685.3769,761660.415,-213184.5435
199.1,1510538.789,1184754.912,927896.5731,793174.8595,1342557.908,1092600.876,1262706.461,1603196.15,1430683.364,315938.2243,611610.1998,655317.8158,902109.6765,-118336.4306
199,1714478.486,1305111.005,1017858.266,942642.1739,1551160.811,1165781.788,1351287.494,1691035.129,1503812.551,381784.1357,841121.9352,620679.9778,998680.2316,-8905.491414
198.9,1884140.43,1404420.995,1098614.9,1113511.697,1758912.241,1240456.758,1432471.855,1784961.742,1549334.521,485508.6547,1074121.128,599661.7273,1132789.203,122778.6125
198.8,2038342.57,1497846.273,1159956.759,1252703.644,1960747.128,1339382.789,1504733.654,1875930.082,1571446.954,602546.3902,1277356.569,569961.6363,1240176.249,247826.3604
198.7,2194273.519,1598926.849,1220765.452,1402431.572,2151978.393,1443606.653,1554437.39,1981315.769,1573263.297,756851.9805,1509132.268,530016.0186,1357263.72,412560.5043
198.6,2352193.89,1723289.639,1286663.089,1562319.483,2345429.853,1560073.424,1614104.155,2072520.851,1598439.441,939618.2514,1725846.047,499792.7094,1470583.225,603479.4294
198.5,2487395.054,1830955.204,1375912.568,1741488.877,2541527.245,1701511.429,1673639.617,2151600.402,1627721.753,1106628.295,1934958.242,492577.0734,1586015.496,838571.4953
198.4,2608908.991,1921374.464,1456708.991,1902407.309,2720933.381,1855144.594,1728951.536,2242517.018,1634457.938,1277392.379,2137475.502,516913.6809,1731100.112,1025983.068
198.3,2720436.026,2017234.796,1544245.578,2045981.953,2870537.966,2020835.651,1802733.254,2383626.768,1636626.409,1458304.508,2328678.914,566496.062,1876361.787,1234936.11
198.2,2817698.9,2105406.008,1679311.461,2164213.342,3009499.139,2173185.638,1878975.888,2531779.074,1645586.768,1661255.461,2498933.706,589270.9727,2047513.809,1495643.982
198.1,2916593.1,2190951.183,1840566.105,2269215.071,3168712.635,2328758.491,1962623.154,2673903.429,1648642.522,1875757.003,2677265.554,631198.0554,2189260.174,1735200.312
198,3014970.051,2300787.208,2030762.87,2359972.533,3325300.093,2476055.345,2056545.787,2834489.627,1680306.173,2105425.902,2882991.752,719890.4967,2318493.07,1982181.168
197.9,3093034.997,2398945.323,2215659.812,2418163.146,3453478.596,2635567.255,2172827.542,2990500.153,1703439.179,2341331.642,3059751.956,810132.6983,2441180.766,2231634.876
197.8,3171418.25,2506831.714,2388620.219,2454012.542,3525734.427,2804131.037,2271105.022,3174481.961,1745990.941,2591959.11,3235039.987,861885.5396,2533848.074,2458588.214
197.7,3240172.697,2621422.459,2581574.323,2480611.123,3595602.951,2972515.772,2376285.798,3346109.454,1782488.889,2824920.504,3373185.497,910799.4747,2611296.298,2678459.207
197.6,3267407.894,2725509.053,2798620.336,2483336.632,3630935.097,3104076.293,2473847.086,3510594.92,1823190.487,3066893.983,3490601.222,985762.9102,2708758.114,2887587.318
197.5,3311354.24,2842487.106,3009320.091,2496128.62,3655404.996,3256346.703,2589412.649,3638693.846,1912738.381,3279085.805,3593394.692,1072619.114,2807095.277,3079109.038
197.4,3358344.404,2951706.411,3227321.027,2525273.662,3699550.285,3419399.785,2711523.412,3741009.854,2025829.101,3454194.788,3665749.994,1227857.744,2900598.142,3220994.663
197.3,3404499.009,3032616.23,3423279.159,2569558.21,3742780.44,3557028.045,2859616.035,3857450.762,2135088.194,3601849.738,3748430.4,1375373.435,2978344.78,3320664.738
197.2,3460282.421,3096814.9,3626637.944,2640242.398,3779147.086,3694437.469,2994081.113,3952704.319,2259108.803,3712700.369,3848876.351,1535615.462,3024121.396,3346825.646
197.1,3525754.321,3148758.726,3821123.904,2694613.319,3818000.511,3828643.922,3146729.515,4065166.383,2419874.049,3772363.155,3869287.827,1696070.358,3045089.911,3369922.844
197,3620649.782,3175993.922,3992691.715,2775443.562,3873584.98,3967525.518,3320147.488,4146354.722,2566056.827,3847603.12,3938877.832,1885139.12,3073280.03,3349829.675
196.9,3731579.99,3189144.006,4163801.959,2866957.005,3928751.671,4101234.616,3474924.572,4233909.213,2690614.58,3914646.664,4032699.005,2090604.703,3032695.807,3262374.654
196.8,3845693.274,3185682.41,4300554.873,2999233.718,3983281.746,4221773.735,3670086.935,4285415.366,2826332.994,3991856.158,4059118.538,2293406.45,3004306.746,3084639.633
196.7,3950336.907,3182439.651,4406770.149,3186120.083,4031644.611,4317942.427,3843703.852,4328665.415,2927355.877,4048952.588,4042486.964,2479477.152,2943151.893,2873541.994
196.6,4074437.092,3150429.841,4477494.125,3388921.83,4092600.521,4427181.625,4002181.261,4406173.322,2996309.267,4108774.528,3963029.423,2638690.648,2856015.18,2613285.721
196.5,4187535.771,3110621.493,4552913.138,3626856.781,4163523.439,4532004.306,4150830.923,4461101.282,3136344.728,4180274.378,3823551,2790682.54,2791537.992,2312007.552
196.4,4306383.881,3042742.392,4625765.796,3854486.522,4278611.541,4633305.708,4291900.884,4489331.19,3270431.816,4236037.896,3633819.76,2937740.663,2739514.589,2019641.997
196.3,4443037.324,2998895.516,4715230.133,4116632.747,4404402.736,4728837.784,4436412.547,4570718.471,3423120.006,4325064.56,3431097.591,3080044.067,2739733.425,1787727.039
196.2,4622244.518,2995175.296,4786869.244,4375814.732,4568709.154,4843587.684,4604518.762,4600022.667,3572605.225,4425152.414,3169389.039,3186498.074,2713950.508,1583395.426
196.1,4792419.733,2994996.248,4858946.027,4627536.382,4762419.239,4948987.297,4722332.372,4630480.728,3707209.562,4509265.205,2906964.295,3261320.26,2685561.446,1456490.154
196,4984359.232,3046820.708,4937766.953,4867122.554,4901320.73,5019890.321,4830039.715,4716185.056,3828743.393,4578019.652,2689440.82,3278210.459,2682656.889,1355721.918
195.9,5192810.939,3122418.77,5027867.905,5073863.358,5038113.432,5077106.116,4945625.172,4810026.123,3931516.968,4687875.572,2467560.51,3231021.353,2684248.427,1334791.202
195.8,5403112.809,3222606.095,5134103.076,5269005.827,5205841.657,5074480.079,5097617.064,4843547.895,4060272.403,4846929.914,2255289.112,3150191.11,2687988.542,1365810.28
195.7,5595410.404,3332999.159,5199833.601,5458060.663,5400108.781,5059201.312,5253368.965,4801312.452,4163463.757,4996852.806,2167575.466,3048551.506,2673883.535,1368887.917
195.6,5799425.698,3503015.22,5278177.065,5621829.937,5572591.726,5006461.718,5389186.85,4751159.107,4252828.623,5170827.818,2101626.105,2926997.781,2627987.554,1394971.237
195.5,5988440.746,3691453.335,5275948.912,5763954.292,5726393.992,4959252.718,5520826.948,4670885.902,4324069.849,5304039.56,2070909.419,2719123.007,2548132.128,1466739.66
195.4,6139955.176,3919063.182,5303621.781,5869453.376,5838895.844,4905399.046,5577585.177,4577303.46,4375556.107,5414591.778,2115392.91,2436784.142,2436187.315,1575563.069
195.3,6286675.098,4132150.244,5353496.608,5926689.066,5957843.425,4895471.827,5649224.287,4469516.54,4356835.64,5503280.24,2201515.017,2218186.379,2403123.11,1738888.702
195.2,6413043.226,4357372.784,5401043.809,5959017.185,6054211.059,4849078.49,5734451.154,4369985.724,4294049.461,5545396.318,2303731.554,2012858.066,2428209.73,1879747.784
195.1,6556599.965,4590771.851,5401660.53,5973380.816,6153343.991,4782432.831,5816673.993,4248491.682,4232596.194,5527988.87,2445298.871,1789053.984,2432288.046,2048946.193
