WL,Beta25 ME,Beta30 ME,Beta35 ME,Beta40 ME,Beta45 ME,Beta50 ME,Beta55 ME,Beta60 ME,Beta65 ME,Beta70 ME,Beta75 ME,Beta80 ME,Beta85 ME,Beta90 ME
209.4,-8185399.985,-7615330.92,-7581749.465,-7588354.349,-6500438.563,-6689055.726,-6501970.419,-6170990.17,-6043846.167,-5695955.825,-5773026.059,-4950001.902,-5913956.761,-5401103.492
209.3,-8217210.854,-7633255.618,-7561576.72,-7573891.246,-6518582.098,-6695740.187,-6527773.231,-6242529.809,-6050510.733,-5752554.9,-5841223.469,-5026256.473,-5938008.881,-5394956.176
209.2,-8241700.647,-7657824.988,-7533943.639,-7551609.712,-6554690.119,-6705508.252,-6558867.907,-6308101.18,-6067699.345,-5811342.34,-5894818.515,-5122723.578,-5948115.148,-5401879.367
209.1,-8262112.123,-7700000.749,-7513213.854,-7513273.537,-6594458.679,-6701469.724,-6580811.239,-6381510.876,-6085265.947,-5868299.511,-5935780.728,-5230968.066,-5957127.233,-5403689.741
209,-8283856.513,-7752123.623,-7499765.357,-7476389.641,-6649307.061,-6695401.985,-6601521.129,-6452672.525,-6100485.03,-5926589.595,-5986451.323,-5353098.723,-5961165.761,-5405102.232
208.9,-8299035.808,-7815108.744,-7500680.492,-7432443.294,-6718220.663,-6685653.814,-6630148.921,-6520054.271,-6111387.067,-5980622.315,-6048879.406,-5478571.611,-5971868.855,-5402476.194
208.8,-8304327.672,-7884897.691,-7506071.827,-7396534.215,-6779912.66,-6666993.029,-6657841.685,-6595493.178,-6138781.417,-6032605.929,-6116440.2,-5596245.961,-5986530.9,-5391952.148
208.7,-8310196.469,-7966822.117,-7513392.903,-7378728.882,-6835914.908,-6641170.323,-6683107.353,-6677298.238,-6167528.574,-6087195.687,-6178490.293,-5712428.245,-5982472.478,-5398895.233
208.6,-8310176.575,-8041146.948,-7535754.013,-7362196.78,-6879781.677,-6609538.502,-6707597.146,-6754328.684,-6192257.098,-6127461.602,-6245673.097,-5829147.673,-5980662.103,-5401123.386
208.5,-8324599.889,-8118694.643,-7566709.43,-7353383.637,-6911751.7,-6580373.566,-6722796.335,-6827161.448,-6213026.671,-6171626.785,-6329268.637,-5951457.378,-5985377.035,-5406355.568
208.4,-8333611.974,-8192939.897,-7606657.037,-7355711.262,-6937474.935,-6560379.868,-6727372.007,-6887560.32,-6225420.774,-6211793.229,-6403016.535,-6063402.192,-5988022.967,-5413557.278
208.3,-8344633.375,-8260460.902,-7649847.403,-7341228.265,-6966401.14,-6557634.465,-6710521.597,-6947461.837,-6235725.983,-6239724.723,-6465046.734,-6161222.104,-5994190.177,-5434784.418
208.2,-8357485.046,-8316343.785,-7706884.151,-7330664.431,-6991825.962,-6561613.31,-6695004.1,-6996123.115,-6257709.104,-6263558.006,-6505034.13,-6249114.798,-6007678.463,-5447118.838
208.1,-8373659.052,-8377956.205,-7767641.119,-7318548.847,-7018086.341,-6583278.123,-6674791.566,-7038537.606,-6287411.184,-6291290.558,-6533920.547,-6327060.378,-6024310.037,-5469997.199
208,-8385416.54,-8435788.722,-7824757.444,-7311486.396,-7043630.528,-6592887.035,-6666754.298,-7074009.012,-6332372.136,-6315601.303,-6547090.525,-6398042.979,-6056120.905,-5491781.377
207.9,-8401252.344,-8487851.913,-7882132.394,-7311406.819,-7053279.228,-6599074.139,-6657801.896,-7104407.391,-6392174.182,-6330800.493,-6555505.783,-6459237.62,-6088190.398,-5506224.586
207.8,-8432307.232,-8528257.087,-7938870.728,-7318568.741,-7057238.179,-6617157.991,-6663312.597,-7126310.934,-6456432.534,-6343313.961,-6554889.062,-6493018.017,-6122766.564,-5529321.783
207.7,-8458488.035,-8552130.159,-8000423.466,-7347634.206,-7061893.428,-6636355.92,-6680759.834,-7155217.246,-6534278.643,-6339474.375,-6557694.148,-6497335.064,-6179385.533,-5574461.783
207.6,-8484489.789,-8575625.241,-8052924.33,-7373536.489,-7058491.516,-6658617.56,-6699738.926,-7179607.568,-6608324.955,-6356086.055,-6562906.435,-6477222.001,-6245016.587,-5631060.858
207.5,-8512043.293,-8583861.451,-8098084.224,-7402383.118,-7039870.519,-6694108.86,-6731490.112,-7172405.857,-6687523.871,-6374488.214,-6583019.498,-6440835.46,-6312099.919,-5704331.295
207.4,-8538900.499,-8581593.509,-8122574.017,-7421203.056,-7029406.156,-6737736.899,-6761013.144,-7166497.272,-6758347.318,-6405403.843,-6610234.8,-6397127.844,-6379720.396,-5793477.325
207.3,-8559451.235,-8570592.002,-8130651.073,-7451303.021,-7019260.101,-6792724.542,-6793400.945,-7146821.882,-6839038.301,-6440059.585,-6629273.575,-6363904.486,-6433156.289,-5887577.017
207.2,-8577455.51,-8542541.142,-8137037.12,-7483849.976,-7018583.697,-6847095.463,-6832254.37,-7103432.574,-6919013.092,-6510286.206,-6650620.08,-6339036.702,-6479867.933,-6002446.281
207.1,-8584299.124,-8496326.854,-8148436.512,-7497039.848,-7032867.752,-6894244.78,-6874410.236,-7064439.889,-6978457.042,-6579020.759,-6687961.544,-6314646.38,-6529762.653,-6114212.047
207,-8585970.239,-8448978.594,-8158920.769,-7519102.546,-7049220.806,-6951838.566,-6915193.401,-7030739.069,-7039790.942,-6670713.249,-6717981.932,-6292305.164,-6588430.728,-6233537.618
206.9,-8580141.231,-8403818.7,-8173662.391,-7544189.165,-7087517.192,-6989677.386,-6959975.305,-7008338.17,-7089526.509,-6766225.432,-6738393.408,-6266263.621,-6634028.295,-6331675.839
206.8,-8572541.636,-8362359.131,-8173045.67,-7582246.821,-7140614.883,-7015659.246,-7006865.997,-6996441.423,-7148274.161,-6845862.021,-6760774.413,-6263339.17,-6663392.174,-6444615.363
206.7,-8561639.6,-8312086.421,-8166082.691,-7616425.102,-7198228.564,-7014823.688,-7054512.67,-7004518.479,-7208573.562,-6928263.908,-6804999.279,-6273186.812,-6707477.78,-6551944.716
206.6,-8531599.318,-8273471.727,-8170976.671,-7657168.479,-7263740.252,-7010148.545,-7125296.329,-7025984.349,-7268136.876,-7013132.679,-6876339.976,-6287729.492,-6764713.47,-6651575.003
206.5,-8468096.946,-8239193.974,-8171394.45,-7692003.27,-7312978.463,-7010466.852,-7185715.095,-7061992.899,-7330465.488,-7088989.365,-6953648.941,-6288266.636,-6796444.762,-6746550.041
206.4,-8396776.143,-8210267.768,-8178496.688,-7744364.874,-7343595.678,-7001633.816,-7237201.354,-7116244.456,-7384557.891,-7137392.019,-7047828.21,-6294254.798,-6822207.785,-6834681.466
206.3,-8335123.935,-8178496.688,-8196083.185,-7792150.807,-7362714.03,-7014903.265,-7280769.71,-7172863.425,-7420466.97,-7192757.651,-7145528.757,-6278936.244,-6829071.294,-6917262.4
206.2,-8265374.776,-8157488.385,-8231833.11,-7832555.981,-7400214.647,-7021866.244,-7316818.049,-7232008.961,-7444718.032,-7244283.698,-7249854.082,-6283094.137,-6831379.024,-6972468.879
206.1,-8198092.502,-8158562.673,-8272815.217,-7865898.705,-7438968.601,-7038696.76,-7346460.447,-7298415.889,-7475514.295,-7321353.933,-7342501.495,-6308140.968,-6806690.289,-7039094.645
206,-8109523.405,-8178417.112,-8309400.7,-7891562.257,-7477085.939,-7065036.716,-7366235.308,-7374630.672,-7499964.3,-7374073.633,-7399737.186,-6328074.983,-6795748.464,-7087298.356
205.9,-8023162.567,-8215818.258,-8353148.104,-7909944.523,-7530442.255,-7093485.46,-7398841.945,-7457032.558,-7523419.593,-7408470.751,-7447901.108,-6357538.333,-6779096.996,-7117855.888
205.8,-7940800.468,-8265573.719,-8407638.391,-7939527.238,-7562670.902,-7129772.53,-7446767.137,-7539056.455,-7571106.054,-7447543.012,-7474479.795,-6402897.17,-6785204.524,-7107391.525
205.7,-7865719.657,-8319845.169,-8454568.872,-7931629.23,-7589010.858,-7148274.161,-7493976.137,-7629475.715,-7623368.188,-7459957.01,-7501635.415,-6449310.401,-6816239.517,-7067881.591
205.6,-7789823.182,-8355475.729,-8494496.585,-7922099.895,-7586981.647,-7142564.517,-7549918.703,-7708455.795,-7664270.718,-7456833.616,-7510746.97,-6502447.88,-6845464.136,-7015480.198
205.5,-7741420.529,-8390628.827,-8524974.54,-7912610.349,-7567942.872,-7149109.718,-7606358.624,-7776255.319,-7695604.125,-7436262.986,-7490892.532,-6557057.532,-6882029.725,-6967375.957
205.4,-7696698.307,-8424767.32,-8537468.114,-7864565.792,-7552564.635,-7172604.8,-7653647.201,-7807708.092,-7727116.58,-7406580.8,-7465507.499,-6603868.648,-6933416.513,-6946268.183
205.3,-7667931.255,-8448640.392,-8542262.623,-7804365.862,-7529547.015,-7199402.323,-7698707.624,-7808086.082,-7758947.342,-7386129.535,-7440182.148,-6647118.697,-6986394.838,-6965287.064
205.2,-7642108.549,-8468355.571,-8542381.988,-7722063.446,-7500660.597,-7238892.363,-7735949.616,-7796428.065,-7774942.301,-7365300.279,-7422277.344,-6681157.718,-7040367.875,-6995009.038
205.1,-7635304.724,-8477307.973,-8542939.027,-7624939.831,-7461926.538,-7291631.958,-7775698.281,-7760399.621,-7772017.849,-7335996.083,-7383881.487,-6704354.387,-7090242.701,-7057636.064
205,-7656034.508,-8474403.416,-8531897.731,-7532491.36,-7419710.989,-7331042.421,-7797462.565,-7707858.968,-7745777.364,-7342282.659,-7332415.123,-6759540.971,-7131443.645,-7145409.392
204.9,-7696419.788,-8476711.146,-8515286.052,-7463697.124,-7399776.974,-7380479.574,-7815049.061,-7633176.041,-7700338.951,-7367528.433,-7265570.521,-6837486.552,-7158479.899,-7250988.053
204.8,-7755266.91,-8462984.13,-8492188.855,-7368622.615,-7391381.61,-7418596.912,-7834684.663,-7545919.963,-7629296.667,-7409962.818,-7207419.696,-6940280.021,-7182372.865,-7337687.093
204.7,-7812721.437,-8440961.221,-8461710.899,-7264914.011,-7381295.237,-7457012.664,-7819047.801,-7477066.045,-7545502.184,-7446110.628,-7134507.356,-7062470.361,-7201809.524,-7429359.689
204.6,-7871767.502,-8418878.629,-8407021.67,-7178990.846,-7351831.888,-7475872.391,-7807588.726,-7414498.702,-7478816.737,-7497696.358,-7027695.253,-7190927.382,-7234097.854,-7515322.643
204.5,-7935170.402,-8379129.964,-8329414.292,-7113877.043,-7313316.665,-7441853.263,-7778602.838,-7337269.314,-7388835.149,-7549341.77,-6942607.645,-7325352.672,-7248759.899,-7601584.009
204.4,-7994574.563,-8318014.9,-8220214.882,-7046873.287,-7283554.902,-7396196.013,-7741042.538,-7254151.235,-7315365.77,-7574647.226,-6904848.403,-7493339.522,-7186670.018,-7681300.176
204.3,-8025072.412,-8218205.565,-8107096.309,-6962780.391,-7237917.546,-7329271.835,-7674396.879,-7182074.452,-7255006.687,-7619628.073,-6880955.437,-7652751.96,-7140972.979,-7749975.046
204.2,-8024535.268,-8110438.539,-7991471.064,-6877076.063,-7178553.173,-7243368.564,-7596331.933,-7114075.985,-7172584.905,-7647141.788,-6872639.65,-7815188.321,-7084811.577,-7813218.793
204.1,-7994435.303,-7976789.124,-7858100.168,-6796842.646,-7108107.717,-7145906.748,-7504559.866,-7032111.771,-7126410.405,-7667155.38,-6867367.68,-7958844.532,-7007980.074,-7874632.27
204,-7979872.729,-7852370.631,-7764159.63,-6719871.883,-7033683.415,-7048126.623,-7398463.955,-6965068.227,-7090899.211,-7704238.219,-6855530.615,-8120365.758,-6954564.075,-7950588.428
203.9,-7953134.889,-7752501.613,-7691963.481,-6649506.004,-6960015.094,-6960233.93,-7282122.518,-6920166.958,-7054592.247,-7747070.489,-6870431.391,-8244127.742,-6948317.288,-7988805.237
203.8,-7909327.802,-7681021.656,-7632638.897,-6580711.768,-6910020.902,-6853660.558,-7162299.59,-6904927.98,-7043968.73,-7774703.57,-6908469.152,-8389196.443,-6935982.868,-8003049.503
203.7,-7859393.293,-7607890.479,-7573811.669,-6525306.347,-6825908.112,-6751225.185,-7052702.296,-6900292.625,-7046873.287,-7783556.501,-6926155.12,-8520657.493,-6943602.357,-7947445.14
203.6,-7789226.355,-7557060.73,-7484964.053,-6488899.912,-6729978.151,-6650878.705,-6949968.509,-6909901.537,-7055308.439,-7766168.947,-6938688.483,-8616030.416,-6983808.589,-7861243.456
203.5,-7698011.326,-7519261.699,-7407078.155,-6466220.493,-6669062.029,-6552720.591,-6877752.466,-6916208.006,-7108346.448,-7789624.24,-6948894.221,-8719739.019,-6999544.922,-7725942.82
203.4,-7620403.948,-7470819.257,-7301778.013,-6431942.741,-6608862.099,-6420941.234,-6797041.589,-6928940.312,-7157524.976,-7759086.602,-6941513.463,-8829117.477,-7022960.427,-7521887.737
203.3,-7539195.715,-7391680.024,-7198507.083,-6351729.219,-6520750.569,-6280129.897,-6724527.133,-6923310.245,-7233202.614,-7687228.655,-6905703.855,-8884025.543,-7057337.65,-7284947.498
203.2,-7453332.232,-7315127.04,-7085269.145,-6301655.45,-6402220.766,-6147654.242,-6666435.991,-6879861.254,-7323442.826,-7620403.948,-6836830.042,-8904675.75,-7039313.481,-7057277.968
203.1,-7386587.102,-7261372.839,-6947521.519,-6254744.864,-6294493.529,-6029900.314,-6637668.939,-6805178.327,-7418875.432,-7513054.701,-6774143.334,-8926698.659,-7014684.428,-6822148.103
203,-7331301.046,-7182154.029,-6830284.841,-6172203.718,-6208252.056,-5923346.836,-6610652.579,-6740721.033,-7521649.007,-7400871.156,-6757054.193,-8905451.625,-6984266.156,-6643358.688
202.9,-7292547.092,-7115389.004,-6733141.333,-6124775.881,-6126765.304,-5832529.691,-6591673.487,-6654181.147,-7630410.744,-7278382.403,-6741994.264,-8849688.108,-6982038.002,-6437314.182
202.8,-7275975.201,-7058551.198,-6630785.536,-6075517.776,-6006285.867,-5757508.563,-6588231.786,-6565910.463,-7703780.652,-7155694.707,-6704334.492,-8749699.724,-7031813.358,-6218059.91
202.7,-7273985.779,-7012137.967,-6511877.744,-6035789.005,-5878684.297,-5674251.224,-6583417.383,-6469025.579,-7729961.454,-7067165.398,-6679665.651,-8631249.499,-7071760.965,-6029621.795
202.6,-7300206.37,-6993278.241,-6369275.927,-6010622.809,-5766361.494,-5627559.474,-6584531.459,-6383818.607,-7715398.88,-7046077.518,-6651575.003,-8481346.501,-7089009.259,-5845918.506
202.5,-7319603.241,-6978894.715,-6219770.814,-6013089.693,-5704649.602,-5586776.309,-6631899.613,-6330382.714,-7635185.358,-6996620.471,-6590340.574,-8298996.019,-7070806.042,-5679184.992
202.4,-7321254.461,-6951400.893,-6059502.923,-5988858.525,-5652745.565,-5550369.875,-6702961.791,-6250507.394,-7530302.995,-6918913.621,-6569212.905,-8109961.078,-6999684.182,-5444691.743
202.3,-7342720.332,-6888157.147,-5846475.544,-5944255.668,-5624694.705,-5511974.017,-6774063.757,-6162435.652,-7411156.472,-6841823.493,-6486532.499,-7933061.614,-6876538.918,-5219150.895
202.2,-7337388.679,-6787770.879,-5633189.54,-5918552.328,-5588725.944,-5470474.66,-6873952.669,-6051067.771,-7272891.596,-6775516.035,-6399654.411,-7750870.286,-6707000.319,-5009664.688
202.1,-7321334.038,-6654121.464,-5406017.366,-5903731.129,-5588288.271,-5418371.681,-6952355.816,-5932259.45,-7134984.817,-6720866.595,-6366490.735,-7558652.268,-6461187.254,-4834177.715
202,-7268912.751,-6477321.472,-5183540.229,-5834678.268,-5619104.428,-5388808.86,-7014704.323,-5812993.561,-6993278.241,-6657364.223,-6310906.266,-7393768.918,-6167170.478,-4621826.739
201.9,-7160668.264,-6298293.326,-4970274.119,-5725379.387,-5612618.91,-5350989.935,-7037642.366,-5702003.67,-6855252.096,-6604823.571,-6257191.854,-7220927.876,-5954441.512,-4432871.374
201.8,-7045978.047,-6128138.005,-4769024.122,-5637665.741,-5607028.632,-5321128.701,-7070607.1,-5563997.42,-6683743.968,-6527156.51,-6212489.527,-7063067.188,-5723051.762,-4250640.258
201.7,-6884775.128,-5960310.309,-4594173.764,-5554507.874,-5603109.47,-5322382.037,-7091197.624,-5458597.807,-6559305.58,-6473322.732,-6148808.107,-6935604.877,-5501867.75,-4085239.658
201.6,-6716688.807,-5814406.051,-4488276.796,-5478432.351,-5607605.565,-5316712.182,-7068060.639,-5419923.43,-6374010.753,-6427824.636,-6069987.181,-6849641.924,-5340187.37,-3929965.218
201.5,-6500418.669,-5646737.509,-4384667.663,-5407947.106,-5598135.913,-5287945.131,-7017847.61,-5374902.795,-6195718.693,-6392930.162,-6063382.298,-6700435.224,-5254005.58,-3701897.804
201.4,-6266462.564,-5447556.511,-4318240.84,-5372853.69,-5557293.066,-5255000.291,-6964829.496,-5308336.713,-6023613.739,-6400251.238,-6002565.647,-6554292.235,-5119281.877,-3432191.773
201.3,-6023792.787,-5232937.594,-4249088.508,-5305034.271,-5533957.138,-5232917.7,-6914019.642,-5210258.176,-5872099.308,-6402578.862,-5876913.711,-6364322.264,-4953125.296,-3098306.967
201.2,-5730472.309,-5010599.717,-4163404.074,-5212983.685,-5531669.302,-5197048.409,-6838441.474,-5098134.314,-5700054.036,-6432479.885,-5730651.357,-6175705.101,-4743340.676,-2833594.387
201.1,-5439300.407,-4830576.86,-4106208.172,-5094115.68,-5557790.421,-5112915.724,-6766145.855,-5005765.42,-5581006.984,-6436617.884,-5536424.022,-6018361.663,-4505147.1,-2556646.857
201,-5154693.6,-4610666.078,-4096161.588,-4941447.385,-5537339.156,-5006043.939,-6714440.76,-4860875.767,-5484937.763,-6296224.327,-5338257.63,-5857377.581,-4257463.978,-2288134.48
200.9,-4862666.247,-4326974.406,-4116234.863,-4801133.404,-5458080.557,-4891672.03,-6635719.305,-4689248.273,-5430149.063,-6159292.364,-5117272.56,-5642917.817,-3958931.212,-2033150.177
200.8,-4569524.817,-4039065.157,-4125147.476,-4685010.803,-5347966.013,-4788062.897,-6489377.373,-4488794.045,-5360081.597,-6011597.626,-4845199.116,-5432914.36,-3667122.696,-1817061.076
200.7,-4296098.566,-3743635.891,-4136606.551,-4581162.94,-5219608.462,-4646595.051,-6299606.345,-4272802.427,-5310863.28,-5854015.456,-4596322.341,-5203533.927,-3399386.193,-1630715.834
200.6,-4048435.338,-3435235.59,-4175877.754,-4507096.734,-5056256.967,-4507355.359,-6058150.116,-4124510.861,-5270318.846,-5676121.281,-4376312.088,-4911944.247,-3174601.326,-1457122.791
200.5,-3800831.793,-3175516.461,-4190002.655,-4440729.594,-4871240.659,-4322577.782,-5809313.129,-3952226.858,-5186007.113,-5469658.997,-4122302.602,-4622980.604,-3007131.726,-1272192.028
200.4,-3570794.85,-2903840.901,-4160340.363,-4383672.952,-4586952.16,-4098568.789,-5569786.64,-3816985.905,-5020109.157,-5235583.526,-3880189.863,-4311894.582,-2836359.684,-1114156.27
200.3,-3384306.369,-2632264.813,-4126042.716,-4359998.822,-4313426.437,-3835288.594,-5311778.414,-3693741.171,-4819376.41,-4966892.101,-3618421.629,-3972578.652,-2621104.152,-974003.4328
200.2,-3189661.256,-2347061.179,-4071055.074,-4302027.046,-4063097.383,-3629482.819,-5096602.459,-3618620.571,-4589916.4,-4711490.019,-3362581.874,-3584661.126,-2451784.389,-854719.6391
200.1,-2999850.439,-2070630.9,-3983043.015,-4247278.134,-3830255.354,-3391547.868,-4909636.516,-3518572.505,-4314421.149,-4411584.552,-3122896.231,-3197280.745,-2310217.072,-758164.9994
200,-2826332.994,-1813945.64,-3824406.452,-4127753.62,-3597254.172,-3181245.998,-4732359.063,-3375891.112,-4079888.111,-4078415.938,-2879669.416,-2827128.763,-2132541.733,-676188.849
199.9,-2706768.692,-1546423.996,-3574475.282,-3960482.962,-3375990.583,-2965453.321,-4562979.617,-3263250,-3823809.625,-3699411.026,-2575188.277,-2472394.807,-1942740.864,-685350.1404
199.8,-2543019.312,-1316311.455,-3330950.053,-3761043.34,-3171139.731,-2774269.803,-4353234.785,-3168652.952,-3565980.447,-3269775.306,-2306098.967,-2142349.587,-1759349.914,-703081.8646
199.7,-2385178.518,-1101704.474,-3047119.122,-3583467.473,-3003829.284,-2546918.581,-4157057.816,-3118539.395,-3289987.841,-2835703.175,-2063707.709,-1905403.379,-1642688.18,-745918.1135
199.6,-2214824.255,-929285.1901,-2731119.225,-3378835.457,-2882434.713,-2338884.652,-3971504.364,-3065262.656,-3039559.315,-2356988.399,-1834953.944,-1719115.83,-1581406.004,-685091.5155
199.5,-2034164.782,-767395.9206,-2407738.571,-3216578.144,-2779661.138,-2133118.666,-3776043.587,-2990520.047,-2793706.462,-1892106.078,-1655072.336,-1529889.904,-1529044.399,-629686.0942
199.4,-1865310.544,-634619.8624,-2073555.351,-3082312.009,-2725031.592,-1930259.226,-3586730.126,-2941779.191,-2502932.445,-1480255.798,-1466071.214,-1340956.423,-1450500.003,-544771.5665
199.3,-1637199.362,-556743.9121,-1785870.908,-2940505.961,-2693180.935,-1751026.17,-3416594.699,-2926977.887,-2252702.862,-1151650.919,-1307556.005,-1228880.307,-1413970.224,-398815.5831
199.2,-1410872.693,-565901.2246,-1557170.857,-2794939.904,-2647304.848,-1521594.011,-3248846.58,-2874815.224,-1965678.907,-836542.2842,-1150321.985,-1083379.902,-1404397.122,-261225.1221
199.1,-1148611.081,-608007.3554,-1308190.631,-2635786.091,-2610560.212,-1320244.543,-3094845.371,-2738340.83,-1709678.009,-581581.8541,-1060945.182,-917167.6166,-1407341.467,-87993.15926
199,-900639.4931,-701713.1418,-1110776.241,-2467102.943,-2611932.913,-1163989.319,-2961255.639,-2551354.993,-1505336.449,-387448.022,-933148.6489,-747366.4132,-1369510.606,91943.55585
198.9,-631599.9188,-848180.4068,-909667.4932,-2193457.855,-2700800.424,-1035094.624,-2868130.764,-2315668.09,-1363241.935,-209261.402,-802306.3095,-563207.5464,-1304810.602,293969.0298
198.8,-373187.8403,-989572.6546,-742963.8208,-1908274.116,-2761159.508,-919803.6017,-2807115.171,-2052527.154,-1261709.76,-87215.69288,-754009.0955,-450084.9947,-1269349.143,419915.3999
198.7,-157203.1844,-1174805.81,-703792.0885,-1647144.486,-2825119.446,-815933.8548,-2733705.475,-1761530.321,-1254726.886,60953.92108,-710597.9035,-400355.3963,-1184892.183,521644.528
198.6,65404.85642,-1285035.741,-727700.9701,-1415249.423,-2845093.25,-753229.2418,-2650229.3,-1396869.147,-1263581.807,197225.5938,-679652.4339,-384501.6871,-1022648.796,595074.1186
198.5,315822.8378,-1339707.065,-767726.1648,-1232327.977,-2824065.052,-702982.3935,-2485783.622,-1019786.017,-1264795.355,252682.5412,-657629.525,-364209.5759,-855151.3438,694002.1396
198.4,530401.9666,-1403730.665,-858091.7105,-1061782.729,-2824980.187,-680549.6635,-2302358.852,-683766.56,-1321020.418,190496.7696,-699652.0999,-331346.3028,-706873.7042,740687.9213
198.3,696421.2775,-1474291.508,-937024.0443,-945680.0223,-2801703.941,-639734.6681,-2149650.768,-334481.6329,-1404729.356,85936.29516,-806657.1769,-304918.8121,-499245.6182,763508.5887
198.2,881891.1739,-1521892.425,-1044074.878,-864951.2399,-2722146.929,-624250.9915,-1961980.57,-18732.66245,-1447852.081,-11540.6011,-960907.0634,-243294.4556,-309564.114,791939.428
198.1,1021441.216,-1520694.792,-1125541.736,-754430.8531,-2563470.577,-581752.9445,-1762127.148,239251.9487,-1406816.26,-142824.2342,-1093100.221,-214338.4087,-81063.80117,783068.5924
198,1093315.078,-1480786.973,-1210372.708,-667132.997,-2295316.296,-604243.3677,-1594080.616,477043.6612,-1376638.707,-269212.6541,-1253577,-186870.8478,165359.0216,774518.0537
197.9,1105860.378,-1413996.086,-1283513.832,-592923.5527,-2017851.517,-641909.107,-1410848.82,724963.5245,-1387886.903,-374160.668,-1366210.154,-143437.5732,384036.1622,677973.3612
197.8,1116887.748,-1325751.265,-1256008.075,-465453.2848,-1663742.24,-767889.2974,-1262720.387,893230.8831,-1391380.329,-489143.3299,-1518743.169,-92555.50226,497584.4503,513070.1163
197.7,1047019.224,-1144658.099,-1115351.913,-365015.292,-1320841.37,-894006.7579,-1116284.952,1043493.967,-1380750.844,-587595.8788,-1608858.047,-57861.56249,634345.3221,332317.1411
197.6,934998.812,-928015.9384,-946607.0933,-219586.5057,-939053.2554,-1019117.571,-1029810.717,1127071.602,-1375029.265,-641966.8003,-1619787.935,-25186.88673,754202.0695,107647.6605
197.5,758578.7993,-664596.4831,-702568.5936,-74123.50125,-527998.744,-1071562.731,-970124.0586,1134074.37,-1277824.084,-628534.2185,-1590873.666,-1168.379974,836810.8563,-124129.2315
197.4,639846.0757,-376245.583,-438775.1268,-3439.811262,-158351.0813,-1105174.027,-878417.6419,1043784.422,-1142648.782,-587361.127,-1557071.386,17770.47818,902394.1639,-353225.9733
197.3,495819.8324,-32482.09965,-142145.8411,-1163.758546,136748.9353,-1054185.124,-812253.4229,930299.7957,-918546.2865,-576568.509,-1436436.774,57309.4977,919648.4267,-562326.2321
197.2,359956.1902,289084.9971,240980.757,28658.62822,287728.2109,-986154.8264,-740009.5282,791939.428,-684510.604,-541168.7221,-1292621.409,206766.666,957901.0457,-647101.5002
197.1,182632.5818,598350.6978,589887.6937,4391.869373,412174.5563,-895391.3961,-701828.5283,607374.719,-376870.2617,-514138.4363,-1053303.81,393698.788,1009198.309,-718374.5567
197,4293.194009,799917.0129,917414.305,58097.11013,472197.4276,-787429.4068,-685322.2885,435635.8179,-58605.00974,-450884.7426,-747394.2651,593512.4218,1081625.231,-740200.5127
196.9,-147579.5512,878409.6842,1235210.65,151010.5095,599731.3571,-690108.8394,-645151.866,291717.0033,275308.2451,-328604.8784,-415789.3373,776943.16,1111778.91,-678942.21
196.8,-308527.6248,859836.4342,1562975.992,279102.0742,694242.8597,-531249.4606,-615000.1761,120073.3955,616161.9989,-133206.9671,-10813.90479,1029605.807,1128243.372,-672685.4757
196.7,-433347.9818,852318.406,1894264.602,414581.7578,694660.6385,-396724.6999,-602777.1632,-24381.96632,860572.5206,111670.4721,406914.5228,1253328.322,1080934.901,-635139.1017
196.6,-525607.458,835036.2913,2151063.258,624517.5741,686265.2748,-244096.1929,-588131.0335,-151298.18,1021441.216,349436.1231,860845.0715,1537762.049,1032303.464,-557541.6706
196.5,-581906.13,859999.5669,2382751.422,845271.8709,616319.1633,-104265.8409,-590508.3936,-289373.4634,1153548.828,560669.043,1308252.303,1797135.019,972350.2226,-419272.8164
196.4,-614385.4445,861945.2223,2484769.016,1041106.659,513507.7893,59803.23901,-559218.7539,-392622.5104,1278615.874,791933.4598,1694691.688,1996644.271,956319.4547,-282613.4052
196.3,-576335.7465,775281.992,2417088.857,1189736.427,311255.1233,251327.7443,-474515.105,-494548.5913,1386426.667,1076484.563,2047135.818,2208597.362,991999.7502,-108371.8103
196.2,-487937.7398,718967.4046,2372525.79,1296453.037,33444.58233,426134.3352,-371540.5984,-547958.6216,1484640.485,1363701.492,2336736.076,2380244.75,1085425.028,111803.9623
196.1,-351373.8208,662809.9816,2287696.807,1400849.981,-336799.3104,514802.9035,-236090.7561,-540876.2769,1506022.8,1588563.946,2532057.593,2562575.337,1180034.012,356842.7437
196,-221711.2091,555078.7653,2157329.94,1476219.259,-700640.843,601046.3655,-113050.5346,-474863.254,1458234.878,1689600.755,2608968.674,2712657.383,1337632.097,593194.1142
195.9,-26282.85968,410238.8481,2079145.629,1530534.477,-971838.9409,582781.476,9816.985197,-335438.5452,1323471.387,1811693.614,2700104.126,2827984.215,1521470.667,855274.688
195.8,177148.5392,279802.351,1936577.632,1536470.914,-1148995.04,494282.0086,169931.3117,-181180.5022,1159562.853,1897399.932,2687013.725,2955386.842,1655975.534,1187597.797
195.7,352050.2245,122518.7939,1851141.876,1561808.201,-1226616.344,447421.1577,311796.2463,14391.64272,952881.7323,1954303.388,2665985.527,3003212.563,1824380.162,1491360.755
